Frame,Ball,x,y
0,1,0.496,0.549
1,1,0.497,0.550
2,1,0.498,0.549
3,1,0.498,0.549
4,1,0.501,0.549
5,1,0.501,0.549
6,1,0.503,0.550
7,1,0.503,0.551
8,1,0.505,0.549
9,1,0.505,0.550
10,1,0.508,0.550
11,1,0.509,0.549
12,1,0.507,0.551
13,1,0.509,0.550
14,1,0.511,0.551
15,1,0.510,0.551
16,1,0.512,0.551
17,1,0.512,0.553
18,1,0.512,0.550
19,1,0.514,0.550
20,1,0.516,0.549
21,1,0.516,0.547
22,1,0.516,0.544
23,1,0.519,0.542
24,1,0.522,0.542
25,1,0.522,0.540
26,1,0.523,0.537
27,1,0.528,0.537
28,1,0.529,0.540
29,1,0.530,0.549
30,1,0.533,0.554
31,1,0.533,0.554
32,1,0.535,0.561
33,1,0.537,0.572
34,1,0.538,0.583
35,1,0.539,0.596
36,1,0.542,0.613
37,1,0.541,0.614
38,1,0.543,0.628
39,0,-1.000,-1.000
40,1,0.548,0.374
41,1,0.551,0.240
42,1,0.550,0.150
43,1,0.550,0.149
44,1,0.550,0.075
45,1,0.551,0.017
46,0,-1.000,-1.000
47,0,-1.000,-1.000
48,0,-1.000,-1.000
49,0,-1.000,-1.000
50,0,-1.000,-1.000
51,0,-1.000,-1.000
52,0,-1.000,-1.000
53,0,-1.000,-1.000
54,0,-1.000,-1.000
55,0,-1.000,-1.000
56,0,-1.000,-1.000
57,0,-1.000,-1.000
58,0,-1.000,-1.000
59,0,-1.000,-1.000
60,0,-1.000,-1.000
61,0,-1.000,-1.000
62,0,-1.000,-1.000
63,0,-1.000,-1.000
64,0,-1.000,-1.000
65,0,-1.000,-1.000
66,0,-1.000,-1.000
67,0,-1.000,-1.000
68,0,-1.000,-1.000
69,0,-1.000,-1.000
70,0,-1.000,-1.000
71,0,-1.000,-1.000
72,0,-1.000,-1.000
73,0,-1.000,-1.000
74,0,-1.000,-1.000
75,0,-1.000,-1.000
76,0,-1.000,-1.000
77,0,-1.000,-1.000
78,0,-1.000,-1.000
79,0,-1.000,-1.000
80,0,-1.000,-1.000
81,0,-1.000,-1.000
82,0,-1.000,-1.000
83,0,-1.000,-1.000
84,0,-1.000,-1.000
85,0,-1.000,-1.000
86,0,-1.000,-1.000
87,0,-1.000,-1.000
88,0,-1.000,-1.000
89,0,-1.000,-1.000
90,1,0.577,0.022
91,1,0.576,0.021
92,1,0.577,0.044
93,1,0.577,0.065
94,1,0.578,0.090
95,1,0.579,0.113
96,1,0.580,0.136
97,1,0.580,0.136
98,1,0.580,0.158
99,1,0.581,0.183
100,1,0.581,0.208
101,1,0.583,0.231
102,1,0.583,0.257
103,1,0.583,0.257
104,1,0.585,0.281
105,1,0.590,0.325
106,1,0.597,0.361
107,1,0.601,0.389
108,1,0.604,0.417
109,1,0.603,0.419
110,1,0.606,0.444
111,1,0.609,0.469
112,1,0.611,0.494
113,1,0.613,0.517
114,1,0.615,0.540
115,1,0.614,0.542
116,1,0.615,0.562
117,1,0.616,0.588
118,1,0.616,0.613
119,1,0.618,0.639
120,1,0.618,0.664
121,1,0.618,0.665
122,1,0.620,0.657
123,1,0.620,0.626
124,1,0.618,0.576
125,1,0.618,0.550
126,1,0.620,0.522
127,1,0.620,0.524
128,1,0.619,0.500
129,1,0.619,0.481
130,1,0.619,0.465
131,1,0.617,0.456
132,1,0.617,0.443
133,1,0.617,0.444
134,1,0.617,0.436
135,1,0.617,0.431
136,1,0.617,0.425
137,1,0.617,0.424
138,1,0.617,0.424
139,1,0.617,0.422
140,1,0.617,0.425
141,1,0.616,0.428
142,1,0.617,0.433
143,1,0.616,0.439
144,1,0.616,0.449
145,1,0.617,0.446
146,1,0.617,0.458
147,1,0.617,0.468
148,1,0.616,0.483
149,1,0.617,0.496
150,0,-1.000,-1.000
151,0,-1.000,-1.000
152,1,0.585,0.482
153,1,0.568,0.469
154,1,0.554,0.461
155,1,0.540,0.456
156,1,0.527,0.454
157,1,0.527,0.453
158,1,0.514,0.453
159,1,0.502,0.451
160,1,0.490,0.454
161,1,0.482,0.457
162,1,0.471,0.463
163,1,0.470,0.463
164,1,0.462,0.471
165,1,0.453,0.479
166,1,0.444,0.489
167,1,0.448,0.415
168,1,0.452,0.346
169,1,0.452,0.347
170,1,0.457,0.304
171,1,0.459,0.269
172,1,0.462,0.239
173,1,0.464,0.217
174,1,0.465,0.199
175,1,0.465,0.200
176,1,0.467,0.185
177,1,0.468,0.172
178,1,0.470,0.164
179,1,0.470,0.158
180,1,0.471,0.154
181,1,0.472,0.156
182,1,0.473,0.153
183,1,0.474,0.153
184,1,0.474,0.151
185,1,0.476,0.156
186,1,0.477,0.158
187,1,0.477,0.158
188,1,0.477,0.165
189,1,0.477,0.172
190,1,0.478,0.182
191,1,0.480,0.192
192,1,0.480,0.201
193,1,0.480,0.201
194,1,0.481,0.214
195,1,0.483,0.226
196,1,0.482,0.239
197,1,0.483,0.256
198,1,0.484,0.268
199,1,0.484,0.269
200,1,0.484,0.286
201,1,0.500,0.274
202,1,0.520,0.240
203,1,0.537,0.212
204,1,0.548,0.193
205,1,0.549,0.192
206,1,0.562,0.179
207,1,0.573,0.163
208,1,0.582,0.154
209,1,0.591,0.144
210,1,0.599,0.139
211,1,0.598,0.138
212,1,0.607,0.138
213,1,0.614,0.135
214,1,0.620,0.136
215,1,0.626,0.139
216,1,0.632,0.142
217,1,0.631,0.143
218,1,0.637,0.147
219,1,0.641,0.158
220,1,0.646,0.168
221,1,0.651,0.179
222,1,0.655,0.193
223,1,0.655,0.194
224,1,0.657,0.211
225,1,0.661,0.226
226,1,0.665,0.247
227,1,0.667,0.267
228,1,0.670,0.289
229,1,0.669,0.289
230,1,0.671,0.308
231,1,0.673,0.335
232,1,0.675,0.360
233,1,0.677,0.385
234,1,0.679,0.415
235,1,0.678,0.415
236,1,0.680,0.444
237,1,0.681,0.476
238,1,0.682,0.506
239,1,0.683,0.536
240,1,0.677,0.531
241,1,0.677,0.529
242,1,0.670,0.465
243,1,0.661,0.410
244,1,0.658,0.383
245,1,0.655,0.365
246,1,0.649,0.344
247,1,0.651,0.346
248,1,0.647,0.333
249,1,0.645,0.326
250,1,0.645,0.321
251,1,0.642,0.317
252,1,0.641,0.315
253,1,0.641,0.315
254,1,0.640,0.315
255,1,0.640,0.318
256,1,0.638,0.318
257,1,0.637,0.324
258,1,0.637,0.331
259,1,0.637,0.329
260,1,0.636,0.338
261,1,0.636,0.344
262,1,0.635,0.354
263,1,0.635,0.361
264,1,0.635,0.374
265,1,0.634,0.376
266,1,0.634,0.388
267,1,0.634,0.397
268,1,0.634,0.410
269,1,0.634,0.426
270,1,0.634,0.439
271,1,0.634,0.442
272,1,0.634,0.454
273,1,0.634,0.472
274,1,0.633,0.489
275,1,0.633,0.506
276,1,0.634,0.521
277,1,0.633,0.521
278,1,0.633,0.517
279,1,0.632,0.512
280,0,-1.000,-1.000
281,0,-1.000,-1.000
282,0,-1.000,-1.000
283,0,-1.000,-1.000
284,1,0.627,0.507
285,1,0.628,0.504
286,1,0.628,0.511
287,1,0.629,0.511
288,1,0.627,0.517
289,1,0.627,0.518
290,1,0.627,0.521
291,1,0.626,0.519
292,1,0.625,0.519
293,1,0.625,0.519
294,1,0.625,0.522
295,1,0.626,0.522
296,1,0.625,0.522
297,1,0.622,0.525
298,1,0.621,0.525
299,1,0.622,0.525
300,1,0.622,0.525
301,1,0.622,0.525
302,1,0.622,0.525
303,1,0.622,0.525
304,1,0.622,0.525
305,1,0.622,0.525
306,1,0.620,0.526
307,1,0.620,0.526
308,1,0.620,0.526
309,1,0.620,0.526
310,1,0.620,0.526
311,1,0.620,0.526
312,1,0.620,0.526
313,1,0.620,0.526
314,1,0.620,0.526
315,1,0.620,0.526
316,1,0.620,0.526
