Frame,Ball,x,y
0,1,0.487,0.540
1,1,0.484,0.544
2,1,0.481,0.549
3,1,0.481,0.549
4,1,0.479,0.551
5,1,0.474,0.568
6,1,0.473,0.576
7,1,0.470,0.575
8,1,0.467,0.539
9,1,0.467,0.536
10,1,0.466,0.494
11,1,0.465,0.458
12,1,0.469,0.433
13,1,0.465,0.412
14,1,0.465,0.389
15,1,0.466,0.390
16,1,0.464,0.378
17,1,0.466,0.364
18,1,0.465,0.354
19,1,0.465,0.346
20,1,0.466,0.339
21,1,0.466,0.340
22,1,0.466,0.333
23,1,0.466,0.331
24,1,0.466,0.328
25,1,0.466,0.328
26,1,0.466,0.331
27,1,0.467,0.329
28,1,0.467,0.332
29,1,0.466,0.335
30,1,0.468,0.340
31,1,0.468,0.347
32,1,0.470,0.353
33,1,0.470,0.353
34,1,0.470,0.361
35,1,0.470,0.365
36,0,-1.000,-1.000
37,1,0.458,0.315
38,1,0.452,0.293
39,1,0.452,0.293
40,1,0.448,0.275
41,1,0.445,0.263
42,1,0.441,0.251
43,1,0.437,0.240
44,1,0.434,0.233
45,1,0.433,0.233
46,1,0.429,0.229
47,1,0.427,0.226
48,1,0.422,0.222
49,1,0.419,0.222
50,1,0.416,0.225
51,1,0.416,0.222
52,1,0.411,0.231
53,1,0.407,0.236
54,1,0.404,0.240
55,1,0.402,0.251
56,1,0.398,0.263
57,1,0.398,0.263
58,1,0.395,0.279
59,1,0.391,0.294
60,1,0.388,0.310
61,1,0.385,0.331
62,1,0.383,0.353
63,1,0.382,0.350
64,1,0.378,0.375
65,1,0.376,0.399
66,1,0.373,0.421
67,1,0.370,0.446
68,1,0.369,0.478
69,1,0.368,0.478
70,1,0.364,0.504
71,0,-1.000,-1.000
72,0,-1.000,-1.000
73,1,0.377,0.375
74,1,0.384,0.299
75,1,0.384,0.299
76,1,0.389,0.257
77,1,0.391,0.224
78,1,0.395,0.201
79,1,0.398,0.185
80,1,0.400,0.172
81,1,0.399,0.174
82,1,0.402,0.163
83,1,0.403,0.154
84,1,0.405,0.150
85,1,0.405,0.149
86,1,0.407,0.144
87,1,0.406,0.144
88,1,0.407,0.144
89,1,0.409,0.144
90,1,0.410,0.149
91,1,0.412,0.150
92,1,0.413,0.153
93,1,0.412,0.153
94,1,0.414,0.158
95,1,0.416,0.164
96,1,0.417,0.171
97,1,0.418,0.178
98,1,0.416,0.178
99,1,0.418,0.176
100,1,0.413,0.168
101,1,0.411,0.160
102,1,0.407,0.156
103,1,0.403,0.154
104,1,0.401,0.153
105,1,0.402,0.153
106,1,0.398,0.154
107,1,0.395,0.156
108,1,0.395,0.157
109,1,0.393,0.161
110,1,0.390,0.169
111,1,0.390,0.167
112,1,0.388,0.179
113,1,0.386,0.188
114,1,0.384,0.200
115,1,0.384,0.212
116,1,0.381,0.229
117,1,0.381,0.229
118,1,0.379,0.244
119,1,0.378,0.263
120,1,0.376,0.283
121,1,0.374,0.307
122,1,0.373,0.328
123,1,0.373,0.329
124,1,0.372,0.353
125,1,0.370,0.376
126,1,0.368,0.406
127,1,0.366,0.433
128,1,0.365,0.463
129,1,0.366,0.463
130,1,0.365,0.493
131,1,0.363,0.515
132,1,0.362,0.556
133,1,0.361,0.586
134,1,0.361,0.626
135,1,0.362,0.619
136,1,0.366,0.569
137,1,0.374,0.506
138,1,0.379,0.458
139,0,-1.000,-1.000
140,1,0.385,0.401
141,1,0.384,0.403
142,1,0.390,0.383
143,1,0.391,0.369
144,1,0.395,0.358
145,1,0.395,0.349
146,1,0.398,0.343
147,1,0.398,0.342
148,1,0.399,0.338
149,1,0.402,0.335
150,1,0.402,0.335
151,1,0.405,0.336
152,1,0.405,0.338
153,1,0.406,0.338
154,1,0.407,0.340
155,1,0.409,0.346
156,1,0.409,0.350
157,1,0.411,0.357
158,1,0.413,0.362
159,1,0.413,0.364
160,0,-1.000,-1.000
161,1,0.414,0.364
162,1,0.409,0.354
163,1,0.407,0.342
164,1,0.404,0.336
165,1,0.405,0.335
166,1,0.403,0.329
167,1,0.402,0.324
168,1,0.402,0.319
169,1,0.398,0.318
170,1,0.397,0.319
171,1,0.396,0.318
172,1,0.395,0.321
173,1,0.393,0.324
174,1,0.391,0.329
175,1,0.389,0.338
176,1,0.388,0.344
177,1,0.388,0.343
178,1,0.386,0.350
179,1,0.386,0.362
180,1,0.383,0.374
181,1,0.384,0.388
182,1,0.382,0.399
183,1,0.382,0.400
184,1,0.380,0.415
185,1,0.379,0.432
186,0,-1.000,-1.000
187,1,0.377,0.463
188,1,0.377,0.482
189,1,0.376,0.483
190,1,0.377,0.479
191,1,0.377,0.376
192,1,0.378,0.292
193,1,0.380,0.239
194,1,0.380,0.192
195,1,0.380,0.192
196,1,0.381,0.153
197,1,0.382,0.121
198,1,0.383,0.092
199,1,0.384,0.068
200,1,0.385,0.049
201,1,0.385,0.049
202,1,0.385,0.031
203,1,0.386,0.015
204,1,0.386,0.003
205,0,-1.000,-1.000
206,0,-1.000,-1.000
207,0,-1.000,-1.000
208,0,-1.000,-1.000
209,0,-1.000,-1.000
210,0,-1.000,-1.000
211,0,-1.000,-1.000
212,0,-1.000,-1.000
213,0,-1.000,-1.000
214,0,-1.000,-1.000
215,0,-1.000,-1.000
216,0,-1.000,-1.000
217,0,-1.000,-1.000
218,0,-1.000,-1.000
219,0,-1.000,-1.000
220,0,-1.000,-1.000
221,0,-1.000,-1.000
222,1,0.405,0.004
223,1,0.407,0.014
224,1,0.408,0.024
225,1,0.409,0.021
226,1,0.409,0.033
227,1,0.411,0.044
228,1,0.412,0.060
229,1,0.414,0.071
230,1,0.416,0.083
231,1,0.414,0.083
232,1,0.416,0.097
233,1,0.417,0.114
234,1,0.419,0.126
235,1,0.420,0.143
236,1,0.436,0.149
237,1,0.436,0.147
238,1,0.456,0.149
239,1,0.470,0.147
240,1,0.482,0.149
241,1,0.494,0.153
242,1,0.505,0.158
243,1,0.505,0.160
244,1,0.514,0.163
245,1,0.523,0.172
246,1,0.532,0.179
247,1,0.540,0.189
248,1,0.548,0.201
249,1,0.547,0.201
250,1,0.554,0.211
251,1,0.561,0.226
252,1,0.569,0.242
253,1,0.574,0.260
254,1,0.581,0.279
255,1,0.581,0.279
256,1,0.585,0.299
257,1,0.593,0.319
258,1,0.597,0.340
259,1,0.602,0.364
260,1,0.606,0.393
261,1,0.606,0.393
262,1,0.610,0.417
263,1,0.614,0.444
264,1,0.617,0.471
265,1,0.612,0.378
266,1,0.603,0.274
267,1,0.602,0.274
268,1,0.595,0.185
269,1,0.590,0.131
270,1,0.586,0.094
271,1,0.584,0.062
272,1,0.583,0.037
273,1,0.582,0.039
274,1,0.580,0.022
275,1,0.579,0.007
276,0,-1.000,-1.000
277,0,-1.000,-1.000
278,0,-1.000,-1.000
279,0,-1.000,-1.000
280,0,-1.000,-1.000
281,0,-1.000,-1.000
282,0,-1.000,-1.000
283,0,-1.000,-1.000
284,0,-1.000,-1.000
285,0,-1.000,-1.000
286,0,-1.000,-1.000
287,0,-1.000,-1.000
288,0,-1.000,-1.000
289,0,-1.000,-1.000
290,0,-1.000,-1.000
291,1,0.570,0.000
292,1,0.571,0.006
293,1,0.570,0.014
294,1,0.570,0.024
295,1,0.570,0.036
296,1,0.570,0.047
297,1,0.570,0.046
298,1,0.570,0.057
299,1,0.570,0.069
300,1,0.570,0.082
301,1,0.570,0.094
302,1,0.570,0.106
303,1,0.570,0.107
304,1,0.570,0.122
305,1,0.571,0.136
306,1,0.570,0.147
307,1,0.555,0.150
308,1,0.544,0.144
309,1,0.544,0.144
310,1,0.534,0.144
311,1,0.527,0.147
312,1,0.518,0.150
313,1,0.513,0.154
314,1,0.505,0.161
315,1,0.506,0.160
316,1,0.500,0.167
317,1,0.493,0.174
318,1,0.487,0.183
319,1,0.481,0.194
320,1,0.477,0.208
321,1,0.477,0.207
322,1,0.471,0.222
323,1,0.466,0.237
324,1,0.462,0.254
325,1,0.455,0.272
326,1,0.451,0.293
327,1,0.451,0.296
328,1,0.445,0.315
329,1,0.441,0.338
330,1,0.436,0.360
331,1,0.432,0.386
332,1,0.427,0.412
333,1,0.427,0.414
334,1,0.423,0.439
335,1,0.419,0.469
336,1,0.416,0.496
337,1,0.412,0.531
338,1,0.409,0.558
339,1,0.408,0.558
340,1,0.403,0.588
341,1,0.402,0.619
342,0,-1.000,-1.000
343,1,0.390,0.500
344,1,0.384,0.438
345,1,0.385,0.438
346,1,0.378,0.374
347,1,0.374,0.335
