Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,0,-1.000,-1.000
3,0,-1.000,-1.000
4,0,-1.000,-1.000
5,0,-1.000,-1.000
6,0,-1.000,-1.000
7,0,-1.000,-1.000
8,0,-1.000,-1.000
9,0,-1.000,-1.000
10,0,-1.000,-1.000
11,0,-1.000,-1.000
12,0,-1.000,-1.000
13,0,-1.000,-1.000
14,0,-1.000,-1.000
15,0,-1.000,-1.000
16,0,-1.000,-1.000
17,0,-1.000,-1.000
18,0,-1.000,-1.000
19,0,-1.000,-1.000
20,1,0.490,0.471
21,1,0.491,0.474
22,1,0.495,0.450
23,1,0.499,0.429
24,1,0.504,0.415
25,1,0.509,0.403
26,1,0.511,0.393
27,1,0.512,0.393
28,1,0.516,0.386
29,1,0.519,0.381
30,1,0.520,0.375
31,1,0.524,0.374
32,1,0.527,0.375
33,1,0.527,0.375
34,1,0.529,0.375
35,1,0.532,0.379
36,1,0.534,0.382
37,1,0.544,0.385
38,1,0.544,0.379
39,1,0.545,0.376
40,1,0.555,0.392
41,1,0.559,0.399
42,1,0.566,0.407
43,1,0.570,0.415
44,1,0.574,0.426
45,1,0.574,0.428
46,1,0.580,0.440
47,1,0.583,0.453
48,1,0.587,0.469
49,1,0.590,0.483
50,1,0.570,0.450
51,1,0.567,0.449
52,1,0.547,0.410
53,1,0.544,0.406
54,1,0.526,0.374
55,1,0.517,0.362
56,0,-1.000,-1.000
57,0,-1.000,-1.000
58,1,0.502,0.347
59,1,0.495,0.346
60,1,0.490,0.340
61,1,0.486,0.339
62,1,0.481,0.340
63,1,0.481,0.340
64,1,0.473,0.342
65,1,0.466,0.336
66,1,0.461,0.339
67,1,0.454,0.346
68,1,0.448,0.353
69,1,0.449,0.353
70,1,0.445,0.360
71,1,0.439,0.369
72,1,0.434,0.381
73,1,0.429,0.392
74,1,0.427,0.404
75,1,0.427,0.404
76,1,0.423,0.418
77,1,0.428,0.411
78,1,0.436,0.388
79,1,0.442,0.374
80,1,0.447,0.367
81,1,0.447,0.364
82,1,0.450,0.360
83,1,0.453,0.358
84,1,0.455,0.356
85,1,0.457,0.357
86,1,0.459,0.358
87,1,0.460,0.358
88,1,0.461,0.361
89,1,0.459,0.349
90,1,0.459,0.344
91,1,0.455,0.335
92,1,0.455,0.328
93,1,0.455,0.329
94,1,0.454,0.324
95,1,0.452,0.322
96,1,0.452,0.322
97,1,0.449,0.324
98,1,0.448,0.326
99,1,0.449,0.326
100,1,0.447,0.329
101,1,0.447,0.336
102,1,0.445,0.346
103,1,0.445,0.351
104,1,0.442,0.364
105,1,0.443,0.361
106,1,0.441,0.376
107,1,0.441,0.390
108,1,0.440,0.406
109,1,0.440,0.415
110,1,0.466,0.393
111,1,0.466,0.394
112,1,0.480,0.374
113,1,0.493,0.368
114,1,0.505,0.365
115,1,0.516,0.362
116,1,0.521,0.362
117,1,0.521,0.361
118,1,0.531,0.362
119,1,0.540,0.365
120,1,0.545,0.364
121,1,0.552,0.372
122,1,0.558,0.376
123,1,0.556,0.375
124,1,0.563,0.382
125,1,0.567,0.390
126,0,-1.000,-1.000
127,1,0.576,0.407
128,1,0.577,0.417
129,1,0.579,0.418
130,1,0.581,0.429
131,1,0.581,0.433
132,1,0.566,0.403
133,1,0.553,0.389
134,1,0.543,0.376
135,1,0.542,0.376
136,1,0.534,0.367
137,1,0.525,0.360
138,1,0.515,0.357
139,1,0.505,0.353
140,1,0.500,0.351
141,1,0.500,0.351
142,1,0.493,0.353
143,1,0.487,0.356
144,1,0.479,0.360
145,1,0.473,0.365
146,1,0.466,0.374
147,1,0.466,0.375
148,1,0.459,0.385
149,1,0.454,0.396
150,1,0.448,0.408
151,1,0.441,0.424
152,1,0.436,0.442
153,1,0.435,0.442
154,1,0.430,0.460
155,1,0.425,0.481
156,1,0.419,0.504
157,1,0.415,0.524
158,1,0.409,0.550
159,1,0.407,0.550
160,1,0.402,0.574
161,1,0.398,0.603
162,1,0.395,0.629
163,1,0.388,0.661
164,1,0.385,0.690
165,1,0.384,0.690
166,1,0.380,0.721
167,1,0.375,0.753
168,1,0.372,0.785
169,1,0.368,0.821
170,1,0.364,0.853
171,1,0.364,0.856
172,1,0.360,0.887
173,1,0.358,0.890
174,1,0.358,0.881
175,1,0.357,0.878
176,1,0.357,0.876
177,1,0.358,0.875
178,1,0.357,0.874
179,1,0.355,0.875
180,1,0.354,0.878
181,1,0.354,0.882
182,1,0.354,0.889
183,1,0.353,0.890
184,1,0.353,0.900
185,1,0.355,0.904
186,1,0.355,0.904
187,1,0.355,0.907
188,1,0.355,0.907
189,1,0.355,0.906
190,1,0.358,0.910
191,1,0.358,0.910
192,1,0.358,0.910
193,1,0.358,0.912
194,1,0.358,0.912
195,1,0.358,0.912
196,1,0.359,0.912
197,1,0.359,0.914
