Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,0,-1.000,-1.000
3,0,-1.000,-1.000
4,0,-1.000,-1.000
5,0,-1.000,-1.000
6,0,-1.000,-1.000
7,0,-1.000,-1.000
8,0,-1.000,-1.000
9,1,0.461,0.671
10,1,0.459,0.669
11,1,0.460,0.664
12,0,-1.000,-1.000
13,1,0.457,0.653
14,1,0.455,0.651
15,1,0.456,0.647
16,0,-1.000,-1.000
17,1,0.473,0.562
18,1,0.474,0.533
19,1,0.483,0.512
20,1,0.482,0.511
21,1,0.490,0.483
22,1,0.494,0.471
23,1,0.498,0.456
24,1,0.504,0.446
25,1,0.508,0.435
26,1,0.507,0.436
27,1,0.512,0.431
28,1,0.515,0.426
29,1,0.520,0.425
30,1,0.523,0.425
31,1,0.528,0.426
32,1,0.528,0.426
33,1,0.530,0.431
34,1,0.534,0.436
35,1,0.537,0.444
36,1,0.541,0.451
37,0,-1.000,-1.000
38,0,-1.000,-1.000
39,0,-1.000,-1.000
40,1,0.564,0.447
41,1,0.574,0.436
42,1,0.586,0.421
43,1,0.591,0.414
44,1,0.591,0.412
45,1,0.598,0.404
46,1,0.605,0.403
47,1,0.609,0.403
48,1,0.616,0.404
49,1,0.623,0.407
50,1,0.622,0.407
51,1,0.629,0.411
52,1,0.635,0.419
53,1,0.641,0.428
54,1,0.647,0.439
55,1,0.651,0.450
56,1,0.651,0.450
57,1,0.655,0.461
58,1,0.661,0.481
59,1,0.665,0.494
60,1,0.671,0.517
61,1,0.672,0.533
62,1,0.673,0.531
63,1,0.679,0.557
64,1,0.680,0.578
65,1,0.684,0.599
66,1,0.686,0.629
67,1,0.686,0.636
68,1,0.688,0.636
69,1,0.688,0.581
70,1,0.685,0.554
71,1,0.684,0.528
72,1,0.679,0.508
73,1,0.678,0.489
74,1,0.678,0.489
75,1,0.674,0.472
76,1,0.675,0.456
77,1,0.675,0.443
78,1,0.673,0.431
79,1,0.674,0.425
80,1,0.674,0.426
81,1,0.674,0.421
82,1,0.673,0.414
83,1,0.672,0.412
84,1,0.672,0.414
85,1,0.672,0.418
86,1,0.672,0.418
87,1,0.670,0.422
88,1,0.670,0.429
89,1,0.672,0.438
90,1,0.671,0.451
91,1,0.670,0.461
92,1,0.671,0.460
93,1,0.672,0.476
94,1,0.672,0.490
95,1,0.670,0.503
96,1,0.651,0.449
97,1,0.636,0.412
98,1,0.636,0.414
99,1,0.620,0.372
100,1,0.610,0.342
101,1,0.601,0.321
102,1,0.590,0.296
103,1,0.581,0.281
104,1,0.581,0.281
105,1,0.570,0.263
106,1,0.562,0.251
107,1,0.555,0.244
108,1,0.547,0.237
109,1,0.541,0.235
110,1,0.541,0.235
111,1,0.532,0.232
112,1,0.523,0.233
113,1,0.517,0.236
114,1,0.510,0.242
115,1,0.503,0.249
116,1,0.503,0.250
117,1,0.497,0.258
118,1,0.490,0.269
119,1,0.484,0.285
120,1,0.477,0.301
121,1,0.471,0.319
122,1,0.470,0.318
123,1,0.463,0.339
124,1,0.459,0.357
125,1,0.455,0.381
126,1,0.448,0.404
127,1,0.442,0.432
128,1,0.442,0.431
129,1,0.466,0.442
130,1,0.516,0.436
131,1,0.545,0.436
132,1,0.573,0.435
133,1,0.590,0.439
134,1,0.591,0.438
135,1,0.605,0.444
136,1,0.620,0.449
137,1,0.628,0.454
138,1,0.637,0.457
139,1,0.650,0.471
140,1,0.652,0.471
141,1,0.658,0.478
142,1,0.669,0.492
143,0,-1.000,-1.000
144,1,0.681,0.514
145,1,0.686,0.528
146,1,0.687,0.525
147,1,0.691,0.536
148,1,0.697,0.554
149,1,0.702,0.547
150,1,0.703,0.540
151,1,0.707,0.532
152,1,0.707,0.531
153,1,0.707,0.531
154,1,0.709,0.529
155,1,0.711,0.532
156,1,0.713,0.532
157,1,0.713,0.535
158,1,0.713,0.535
159,1,0.713,0.531
160,1,0.713,0.529
161,1,0.713,0.529
162,1,0.713,0.525
163,1,0.713,0.528
164,1,0.714,0.528
165,1,0.714,0.528
166,1,0.714,0.524
167,1,0.716,0.522
168,1,0.718,0.521
169,1,0.719,0.524
170,1,0.720,0.521
