Frame,Ball,x,y
0,1,0.514,0.364
1,1,0.515,0.365
2,1,0.516,0.367
3,1,0.516,0.365
4,1,0.517,0.364
5,1,0.517,0.367
6,1,0.517,0.368
7,1,0.518,0.367
8,1,0.518,0.371
9,1,0.517,0.371
10,1,0.518,0.371
11,1,0.518,0.372
12,1,0.518,0.372
13,1,0.518,0.372
14,1,0.518,0.371
15,1,0.518,0.371
16,1,0.520,0.371
17,1,0.520,0.371
18,1,0.520,0.371
19,1,0.520,0.371
20,1,0.520,0.369
21,1,0.520,0.371
22,1,0.520,0.371
23,1,0.520,0.371
24,1,0.520,0.369
25,1,0.521,0.368
26,1,0.522,0.367
27,1,0.520,0.360
28,1,0.521,0.360
29,1,0.522,0.356
30,0,-1.000,-1.000
31,1,0.536,0.350
32,1,0.543,0.342
33,1,0.549,0.339
34,1,0.549,0.338
35,1,0.554,0.339
36,1,0.558,0.343
37,1,0.565,0.344
38,1,0.568,0.350
39,0,-1.000,-1.000
40,0,-1.000,-1.000
41,1,0.577,0.362
42,1,0.581,0.372
43,1,0.585,0.379
44,1,0.589,0.390
45,1,0.591,0.404
46,1,0.591,0.404
47,1,0.595,0.419
48,1,0.598,0.433
49,1,0.600,0.450
50,1,0.603,0.471
51,1,0.606,0.483
52,1,0.607,0.485
53,1,0.609,0.465
54,1,0.611,0.447
55,1,0.612,0.426
56,1,0.611,0.410
57,1,0.611,0.399
58,1,0.611,0.399
59,1,0.611,0.383
60,1,0.610,0.374
61,1,0.611,0.372
62,1,0.612,0.372
63,1,0.612,0.374
64,1,0.613,0.372
65,1,0.612,0.374
66,1,0.613,0.375
67,1,0.613,0.378
68,1,0.612,0.381
69,1,0.612,0.388
70,1,0.612,0.388
71,1,0.614,0.394
72,1,0.612,0.404
73,1,0.612,0.414
74,1,0.613,0.424
75,1,0.613,0.435
76,1,0.612,0.435
77,1,0.612,0.449
78,1,0.615,0.424
79,1,0.618,0.399
80,1,0.618,0.376
81,1,0.620,0.361
82,1,0.620,0.360
83,1,0.621,0.346
84,1,0.623,0.335
85,1,0.623,0.324
86,1,0.623,0.317
87,1,0.623,0.310
88,1,0.624,0.310
89,1,0.625,0.306
90,1,0.624,0.306
91,1,0.625,0.307
92,1,0.627,0.307
93,1,0.627,0.312
94,1,0.626,0.310
95,1,0.625,0.317
96,1,0.625,0.328
97,1,0.625,0.336
98,1,0.626,0.349
99,1,0.625,0.362
100,1,0.625,0.362
101,1,0.623,0.383
102,1,0.622,0.399
103,1,0.623,0.412
104,0,-1.000,-1.000
105,0,-1.000,-1.000
106,0,-1.000,-1.000
107,0,-1.000,-1.000
108,0,-1.000,-1.000
109,1,0.459,0.358
110,1,0.445,0.358
111,1,0.437,0.357
112,1,0.436,0.358
113,1,0.429,0.361
114,1,0.421,0.362
115,1,0.416,0.369
116,1,0.410,0.374
117,1,0.406,0.379
118,1,0.407,0.379
119,1,0.402,0.385
120,1,0.398,0.389
121,0,-1.000,-1.000
122,0,-1.000,-1.000
123,1,0.388,0.388
124,1,0.390,0.386
125,1,0.388,0.386
126,1,0.385,0.382
127,1,0.384,0.379
128,0,-1.000,-1.000
129,1,0.379,0.374
130,1,0.377,0.374
131,1,0.377,0.374
132,0,-1.000,-1.000
133,1,0.372,0.368
134,1,0.373,0.368
135,1,0.373,0.368
136,1,0.373,0.368
137,1,0.371,0.362
138,1,0.369,0.364
139,1,0.370,0.361
140,1,0.368,0.362
141,1,0.367,0.358
142,1,0.368,0.360
143,1,0.367,0.360
144,1,0.366,0.357
145,1,0.366,0.358
146,1,0.366,0.358
147,1,0.366,0.358
148,1,0.366,0.358
149,1,0.366,0.358
