Frame,Ball,x,y
0,1,0.508,0.385
1,1,0.508,0.385
2,1,0.508,0.385
3,1,0.508,0.385
4,1,0.508,0.383
5,1,0.508,0.385
6,1,0.509,0.385
7,1,0.508,0.385
8,1,0.508,0.385
9,1,0.509,0.385
10,1,0.508,0.388
11,1,0.508,0.385
12,1,0.508,0.388
13,1,0.511,0.390
14,1,0.510,0.389
15,1,0.511,0.388
16,1,0.510,0.386
17,1,0.513,0.388
18,1,0.513,0.383
19,1,0.513,0.383
20,1,0.515,0.381
21,1,0.516,0.381
22,1,0.514,0.381
23,1,0.514,0.374
24,1,0.517,0.371
25,1,0.523,0.375
26,1,0.530,0.368
27,1,0.529,0.368
28,1,0.533,0.369
29,1,0.532,0.375
30,1,0.537,0.382
31,1,0.540,0.385
32,1,0.543,0.394
33,1,0.543,0.394
34,1,0.545,0.404
35,1,0.548,0.414
36,1,0.550,0.426
37,1,0.552,0.436
38,1,0.553,0.453
39,1,0.553,0.453
40,1,0.555,0.469
41,1,0.539,0.463
42,0,-1.000,-1.000
43,1,0.509,0.412
44,1,0.501,0.396
45,1,0.499,0.396
46,1,0.493,0.385
47,1,0.483,0.376
48,1,0.475,0.374
49,1,0.469,0.371
50,1,0.460,0.371
51,1,0.461,0.369
52,1,0.454,0.367
53,1,0.448,0.364
54,1,0.441,0.367
55,1,0.437,0.374
56,1,0.434,0.376
57,1,0.432,0.379
58,1,0.427,0.385
59,1,0.423,0.394
60,1,0.420,0.397
61,1,0.434,0.364
62,1,0.448,0.321
63,1,0.448,0.322
64,1,0.462,0.296
65,1,0.472,0.274
66,1,0.483,0.253
67,1,0.490,0.239
68,1,0.501,0.222
69,1,0.502,0.222
70,1,0.510,0.211
71,1,0.518,0.201
72,1,0.527,0.192
73,1,0.533,0.189
74,1,0.540,0.183
75,1,0.540,0.186
76,1,0.548,0.183
77,1,0.555,0.185
78,1,0.561,0.188
79,1,0.569,0.192
80,1,0.573,0.199
81,1,0.573,0.200
82,1,0.580,0.207
83,1,0.585,0.217
84,1,0.590,0.233
85,1,0.595,0.246
86,1,0.600,0.263
87,1,0.600,0.263
88,1,0.606,0.281
89,1,0.609,0.300
90,1,0.614,0.324
91,1,0.619,0.344
92,1,0.623,0.368
93,1,0.623,0.369
94,1,0.625,0.386
95,1,0.609,0.354
96,1,0.601,0.338
97,1,0.598,0.333
98,1,0.595,0.326
99,1,0.595,0.328
100,1,0.593,0.322
101,1,0.590,0.321
102,1,0.588,0.322
103,1,0.587,0.325
104,1,0.585,0.326
105,1,0.586,0.326
106,1,0.582,0.328
107,1,0.580,0.322
108,1,0.576,0.325
109,1,0.568,0.328
110,1,0.566,0.329
111,1,0.564,0.331
