Frame,Ball,x,y
0,1,0.519,0.371
1,0,-1.000,-1.000
2,0,-1.000,-1.000
3,1,0.512,0.368
4,1,0.505,0.364
5,1,0.503,0.358
6,1,0.503,0.358
7,1,0.497,0.357
8,1,0.490,0.364
9,1,0.486,0.368
10,1,0.480,0.374
11,1,0.477,0.383
12,1,0.477,0.383
13,1,0.472,0.390
14,1,0.465,0.411
15,1,0.464,0.414
16,1,0.459,0.431
17,1,0.453,0.444
18,1,0.453,0.446
19,1,0.450,0.460
20,1,0.447,0.474
21,1,0.466,0.415
22,1,0.479,0.381
23,0,-1.000,-1.000
24,0,-1.000,-1.000
25,1,0.504,0.328
26,1,0.513,0.307
27,1,0.520,0.292
28,1,0.530,0.278
29,1,0.534,0.269
30,1,0.534,0.269
31,1,0.543,0.260
32,0,-1.000,-1.000
33,1,0.513,0.325
34,1,0.507,0.339
35,1,0.497,0.365
36,1,0.498,0.365
37,1,0.488,0.389
38,1,0.479,0.412
39,1,0.472,0.440
40,1,0.464,0.464
41,1,0.463,0.435
42,1,0.463,0.438
43,1,0.464,0.410
44,1,0.467,0.393
45,1,0.465,0.379
46,1,0.466,0.365
47,1,0.466,0.354
48,1,0.467,0.356
49,1,0.467,0.347
50,1,0.468,0.342
51,1,0.469,0.336
52,1,0.470,0.333
53,1,0.470,0.333
54,1,0.470,0.333
55,1,0.470,0.336
56,1,0.470,0.339
57,1,0.470,0.343
58,1,0.470,0.347
59,1,0.470,0.357
60,1,0.471,0.357
61,1,0.471,0.362
62,1,0.472,0.372
63,1,0.472,0.385
64,1,0.473,0.397
65,1,0.473,0.411
66,1,0.473,0.410
67,1,0.472,0.422
68,1,0.473,0.431
69,1,0.477,0.418
70,1,0.477,0.408
71,1,0.477,0.397
72,1,0.477,0.394
73,1,0.479,0.397
74,1,0.483,0.397
75,1,0.482,0.393
76,1,0.480,0.390
77,0,-1.000,-1.000
78,0,-1.000,-1.000
79,0,-1.000,-1.000
80,0,-1.000,-1.000
81,0,-1.000,-1.000
82,0,-1.000,-1.000
83,0,-1.000,-1.000
84,0,-1.000,-1.000
85,0,-1.000,-1.000
86,0,-1.000,-1.000
87,0,-1.000,-1.000
88,0,-1.000,-1.000
89,0,-1.000,-1.000
90,0,-1.000,-1.000
91,0,-1.000,-1.000
92,0,-1.000,-1.000
93,1,0.488,0.412
94,1,0.494,0.394
95,1,0.497,0.379
96,1,0.497,0.381
97,1,0.498,0.369
98,0,-1.000,-1.000
99,1,0.503,0.385
100,1,0.502,0.382
101,0,-1.000,-1.000
102,0,-1.000,-1.000
103,1,0.508,0.339
104,1,0.508,0.339
105,1,0.508,0.339
106,1,0.511,0.343
107,1,0.512,0.346
108,1,0.512,0.346
109,1,0.513,0.353
110,1,0.516,0.361
111,1,0.516,0.368
112,0,-1.000,-1.000
113,1,0.497,0.371
114,1,0.495,0.371
115,1,0.487,0.371
116,1,0.477,0.381
117,1,0.470,0.385
118,1,0.461,0.389
119,1,0.455,0.397
120,1,0.456,0.397
121,1,0.450,0.401
122,1,0.444,0.411
123,1,0.436,0.421
124,1,0.430,0.435
125,1,0.424,0.446
126,1,0.423,0.450
127,1,0.420,0.465
128,1,0.415,0.483
129,1,0.410,0.503
130,1,0.411,0.496
131,1,0.441,0.407
132,1,0.444,0.406
133,1,0.461,0.351
134,1,0.476,0.308
135,1,0.490,0.271
136,1,0.502,0.240
137,1,0.512,0.218
138,1,0.512,0.217
139,1,0.521,0.194
140,1,0.531,0.178
141,1,0.537,0.164
142,1,0.546,0.150
143,1,0.552,0.142
144,1,0.552,0.142
145,1,0.559,0.133
146,1,0.564,0.126
147,1,0.570,0.125
148,1,0.577,0.124
149,1,0.581,0.124
150,1,0.582,0.122
151,1,0.587,0.125
152,1,0.590,0.129
153,1,0.595,0.133
154,1,0.599,0.138
155,1,0.602,0.144
156,1,0.603,0.147
157,1,0.608,0.156
158,1,0.610,0.163
159,1,0.614,0.172
160,1,0.618,0.185
161,1,0.621,0.196
162,1,0.621,0.199
163,1,0.624,0.214
164,1,0.627,0.224
165,1,0.630,0.240
166,1,0.631,0.257
167,1,0.634,0.274
168,1,0.634,0.274
169,1,0.637,0.287
170,1,0.639,0.306
171,1,0.641,0.324
172,1,0.643,0.343
173,1,0.644,0.360
174,1,0.644,0.360
175,1,0.645,0.378
176,1,0.645,0.372
177,1,0.647,0.365
178,1,0.645,0.365
179,1,0.645,0.364
180,1,0.644,0.362
181,1,0.646,0.362
182,1,0.647,0.364
183,1,0.646,0.364
184,1,0.645,0.368
185,1,0.645,0.372
186,1,0.646,0.372
187,1,0.645,0.375
188,1,0.645,0.378
189,1,0.644,0.378
190,1,0.645,0.378
191,1,0.644,0.376
192,1,0.644,0.378
193,1,0.645,0.376
194,1,0.642,0.378
195,1,0.641,0.379
196,1,0.641,0.379
197,1,0.641,0.379
198,1,0.642,0.379
199,1,0.641,0.379
200,1,0.642,0.381
201,1,0.642,0.378
202,1,0.642,0.379
203,1,0.643,0.379
204,1,0.642,0.379
205,1,0.642,0.379
206,1,0.643,0.379
