Frame,Ball,x,y
0,1,0.513,0.396
1,1,0.516,0.394
2,1,0.516,0.393
3,1,0.516,0.390
4,1,0.516,0.394
5,1,0.518,0.390
6,1,0.520,0.388
7,1,0.529,0.386
8,1,0.542,0.376
9,1,0.548,0.381
10,1,0.548,0.381
11,1,0.551,0.375
12,1,0.559,0.378
13,1,0.566,0.381
14,1,0.569,0.389
15,1,0.576,0.393
16,1,0.577,0.393
17,1,0.583,0.401
18,1,0.588,0.414
19,1,0.593,0.424
20,1,0.597,0.436
21,1,0.602,0.451
22,1,0.602,0.449
23,1,0.605,0.464
24,1,0.611,0.481
25,1,0.595,0.471
26,1,0.577,0.439
27,1,0.562,0.424
28,1,0.563,0.424
29,1,0.549,0.408
30,1,0.538,0.394
31,1,0.526,0.386
32,1,0.513,0.378
33,1,0.503,0.368
34,1,0.503,0.369
35,1,0.495,0.365
36,1,0.485,0.365
37,1,0.477,0.365
38,1,0.469,0.367
39,0,-1.000,-1.000
40,0,-1.000,-1.000
41,1,0.454,0.372
42,1,0.448,0.379
43,1,0.445,0.385
44,1,0.438,0.396
45,1,0.433,0.404
46,1,0.434,0.406
47,0,-1.000,-1.000
48,1,0.435,0.394
49,1,0.443,0.379
50,1,0.447,0.375
51,1,0.449,0.372
52,1,0.447,0.372
53,1,0.451,0.368
54,1,0.455,0.367
55,1,0.459,0.368
56,1,0.463,0.372
57,1,0.466,0.372
58,1,0.467,0.375
59,1,0.471,0.379
60,1,0.474,0.388
61,1,0.477,0.396
62,1,0.480,0.404
63,1,0.483,0.417
64,1,0.483,0.415
65,1,0.486,0.425
66,1,0.488,0.442
67,1,0.491,0.458
68,1,0.495,0.472
69,1,0.496,0.492
70,1,0.497,0.492
71,0,-1.000,-1.000
72,1,0.493,0.450
73,1,0.491,0.433
74,1,0.491,0.424
75,1,0.489,0.411
76,1,0.489,0.411
77,1,0.487,0.401
78,1,0.487,0.394
79,1,0.487,0.389
80,1,0.485,0.386
81,1,0.485,0.383
82,1,0.484,0.385
83,1,0.483,0.385
84,1,0.482,0.386
85,1,0.482,0.389
86,1,0.480,0.396
87,1,0.480,0.401
88,1,0.480,0.400
89,1,0.478,0.408
90,1,0.480,0.414
91,1,0.480,0.424
92,1,0.480,0.436
93,1,0.479,0.449
94,1,0.480,0.447
95,1,0.478,0.463
96,1,0.478,0.476
97,1,0.484,0.444
98,0,-1.000,-1.000
99,1,0.507,0.311
100,1,0.507,0.307
101,1,0.516,0.258
102,1,0.523,0.218
103,1,0.530,0.179
104,1,0.538,0.142
105,1,0.545,0.113
106,1,0.545,0.113
107,1,0.552,0.083
108,1,0.558,0.058
109,1,0.562,0.043
110,1,0.569,0.024
111,1,0.576,0.010
112,1,0.575,0.011
113,1,0.580,0.003
114,0,-1.000,-1.000
115,0,-1.000,-1.000
116,0,-1.000,-1.000
117,0,-1.000,-1.000
118,0,-1.000,-1.000
119,0,-1.000,-1.000
120,0,-1.000,-1.000
121,0,-1.000,-1.000
122,0,-1.000,-1.000
123,0,-1.000,-1.000
124,0,-1.000,-1.000
125,0,-1.000,-1.000
126,1,0.630,0.006
127,1,0.633,0.022
128,1,0.637,0.036
129,1,0.640,0.054
130,1,0.640,0.057
131,1,0.644,0.076
132,1,0.645,0.097
133,1,0.648,0.122
134,1,0.650,0.143
135,1,0.652,0.168
136,1,0.653,0.171
137,1,0.655,0.200
138,1,0.656,0.225
139,1,0.658,0.257
140,1,0.661,0.283
141,1,0.663,0.314
142,1,0.663,0.314
143,1,0.666,0.346
144,1,0.666,0.375
145,1,0.662,0.379
146,1,0.655,0.375
147,1,0.651,0.368
148,1,0.651,0.368
149,1,0.648,0.364
150,1,0.646,0.365
151,1,0.645,0.365
152,1,0.645,0.368
153,1,0.645,0.369
154,1,0.644,0.369
155,1,0.643,0.375
156,1,0.642,0.379
157,1,0.642,0.386
158,1,0.642,0.389
159,1,0.642,0.399
160,1,0.644,0.399
161,1,0.643,0.404
162,1,0.643,0.412
163,0,-1.000,-1.000
164,1,0.644,0.431
165,1,0.645,0.424
166,1,0.644,0.425
167,1,0.645,0.415
168,0,-1.000,-1.000
169,0,-1.000,-1.000
170,0,-1.000,-1.000
171,0,-1.000,-1.000
172,0,-1.000,-1.000
173,0,-1.000,-1.000
174,0,-1.000,-1.000
175,0,-1.000,-1.000
176,0,-1.000,-1.000
177,0,-1.000,-1.000
178,0,-1.000,-1.000
179,0,-1.000,-1.000
180,0,-1.000,-1.000
181,0,-1.000,-1.000
182,0,-1.000,-1.000
183,0,-1.000,-1.000
184,1,0.634,0.407
185,1,0.633,0.406
186,1,0.633,0.404
187,1,0.633,0.406
188,1,0.632,0.406
189,1,0.631,0.404
190,1,0.633,0.404
191,1,0.632,0.404
192,1,0.633,0.406
193,1,0.630,0.404
194,1,0.630,0.404
