Frame,Ball,x,y
0,1,0.512,0.362
1,1,0.512,0.362
2,1,0.512,0.361
3,1,0.512,0.362
4,1,0.512,0.364
5,0,-1.000,-1.000
6,0,-1.000,-1.000
7,0,-1.000,-1.000
8,0,-1.000,-1.000
9,0,-1.000,-1.000
10,0,-1.000,-1.000
11,1,0.516,0.372
12,0,-1.000,-1.000
13,1,0.516,0.372
14,1,0.516,0.372
15,1,0.516,0.372
16,1,0.516,0.372
17,0,-1.000,-1.000
18,1,0.516,0.374
19,1,0.517,0.374
20,1,0.517,0.375
21,1,0.517,0.375
22,1,0.517,0.376
23,1,0.516,0.372
24,1,0.517,0.372
25,1,0.517,0.372
26,1,0.517,0.372
27,1,0.517,0.372
28,1,0.517,0.372
29,1,0.517,0.372
30,1,0.517,0.372
31,1,0.520,0.372
32,1,0.518,0.375
33,1,0.519,0.374
34,1,0.519,0.371
35,1,0.518,0.369
36,1,0.520,0.364
37,1,0.520,0.362
38,1,0.520,0.362
39,1,0.523,0.358
40,1,0.527,0.347
41,1,0.529,0.349
42,1,0.527,0.353
43,0,-1.000,-1.000
44,0,-1.000,-1.000
45,1,0.529,0.362
46,1,0.531,0.368
47,1,0.532,0.374
48,1,0.533,0.385
49,1,0.535,0.396
50,1,0.535,0.396
51,1,0.537,0.408
52,1,0.537,0.421
53,1,0.537,0.436
54,1,0.537,0.453
55,1,0.538,0.468
56,1,0.539,0.469
57,0,-1.000,-1.000
58,1,0.530,0.463
59,1,0.523,0.433
60,1,0.523,0.415
61,1,0.516,0.400
62,1,0.516,0.400
63,1,0.511,0.386
64,1,0.508,0.375
65,1,0.508,0.365
66,1,0.505,0.358
67,1,0.505,0.351
68,1,0.504,0.354
69,1,0.503,0.349
70,1,0.501,0.349
71,1,0.500,0.349
72,1,0.498,0.353
73,1,0.495,0.358
74,1,0.495,0.357
75,1,0.494,0.364
76,1,0.493,0.368
77,1,0.490,0.376
78,1,0.489,0.385
79,1,0.487,0.394
80,1,0.487,0.394
81,1,0.486,0.407
82,0,-1.000,-1.000
83,1,0.473,0.376
84,1,0.468,0.357
85,1,0.459,0.338
86,1,0.458,0.340
87,1,0.452,0.319
88,1,0.445,0.310
89,1,0.438,0.300
90,0,-1.000,-1.000
91,1,0.428,0.286
92,1,0.429,0.287
93,1,0.423,0.285
94,1,0.417,0.282
95,1,0.412,0.285
96,1,0.408,0.286
97,1,0.401,0.292
98,1,0.402,0.293
99,1,0.397,0.300
100,1,0.393,0.307
101,1,0.388,0.319
102,1,0.384,0.331
103,1,0.379,0.349
104,1,0.379,0.347
105,1,0.375,0.362
106,1,0.370,0.379
107,1,0.366,0.400
108,1,0.362,0.419
109,1,0.359,0.442
110,1,0.359,0.443
111,1,0.353,0.465
112,1,0.348,0.494
113,1,0.347,0.511
114,0,-1.000,-1.000
115,1,0.380,0.397
116,1,0.377,0.400
117,1,0.388,0.371
118,1,0.392,0.349
119,1,0.399,0.336
120,1,0.402,0.328
121,1,0.405,0.321
122,1,0.405,0.321
123,1,0.408,0.317
124,1,0.412,0.314
125,1,0.427,0.311
126,1,0.438,0.308
127,1,0.450,0.312
128,1,0.449,0.311
129,1,0.460,0.317
130,1,0.472,0.321
131,1,0.481,0.328
132,1,0.491,0.335
133,1,0.501,0.344
134,1,0.501,0.343
135,1,0.509,0.353
136,1,0.517,0.364
137,1,0.524,0.378
138,1,0.532,0.393
139,1,0.539,0.407
140,1,0.539,0.407
141,1,0.546,0.422
142,1,0.552,0.440
143,1,0.559,0.458
144,1,0.565,0.476
145,1,0.570,0.494
146,1,0.570,0.497
147,1,0.576,0.518
148,1,0.580,0.540
149,1,0.585,0.562
150,1,0.589,0.586
151,1,0.593,0.610
152,1,0.592,0.610
153,0,-1.000,-1.000
154,1,0.574,0.503
155,1,0.559,0.432
156,1,0.548,0.388
157,1,0.539,0.344
158,1,0.540,0.344
159,1,0.532,0.311
160,1,0.527,0.285
161,1,0.520,0.260
162,1,0.514,0.239
163,1,0.510,0.221
164,1,0.509,0.221
165,1,0.505,0.206
166,1,0.502,0.194
167,0,-1.000,-1.000
168,1,0.495,0.178
169,1,0.492,0.174
170,1,0.493,0.174
171,1,0.489,0.168
172,1,0.486,0.165
173,1,0.484,0.165
174,1,0.481,0.167
175,1,0.479,0.168
176,1,0.480,0.168
177,1,0.477,0.172
178,1,0.475,0.176
179,1,0.473,0.183
180,1,0.480,0.258
181,1,0.489,0.336
182,1,0.489,0.339
183,1,0.495,0.390
184,1,0.503,0.450
185,1,0.509,0.504
186,1,0.513,0.543
187,1,0.519,0.589
188,1,0.519,0.590
189,1,0.522,0.631
190,1,0.526,0.675
191,1,0.529,0.714
192,1,0.532,0.756
193,1,0.535,0.797
194,1,0.534,0.796
195,1,0.537,0.836
196,1,0.537,0.849
197,1,0.540,0.853
198,1,0.545,0.863
199,1,0.548,0.871
200,1,0.547,0.869
201,1,0.550,0.883
202,1,0.553,0.893
203,1,0.555,0.910
204,1,0.559,0.925
205,1,0.560,0.933
206,1,0.560,0.933
207,1,0.563,0.943
208,1,0.563,0.954
209,1,0.566,0.960
210,1,0.567,0.969
211,1,0.569,0.976
212,1,0.569,0.976
213,1,0.570,0.982
214,1,0.572,0.990
215,1,0.573,0.993
216,1,0.573,0.996
217,1,0.574,0.997
218,1,0.574,0.996
219,1,0.575,0.997
220,1,0.575,0.999
221,0,-1.000,-1.000
222,0,-1.000,-1.000
