Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,0,-1.000,-1.000
3,0,-1.000,-1.000
4,0,-1.000,-1.000
5,0,-1.000,-1.000
6,0,-1.000,-1.000
7,0,-1.000,-1.000
8,0,-1.000,-1.000
9,0,-1.000,-1.000
10,0,-1.000,-1.000
11,0,-1.000,-1.000
12,0,-1.000,-1.000
13,0,-1.000,-1.000
14,0,-1.000,-1.000
15,0,-1.000,-1.000
16,1,0.488,0.460
17,1,0.491,0.440
18,1,0.497,0.418
19,1,0.497,0.419
20,1,0.503,0.410
21,1,0.506,0.393
22,1,0.509,0.386
23,1,0.513,0.379
24,1,0.516,0.374
25,1,0.517,0.374
26,1,0.520,0.369
27,1,0.523,0.367
28,1,0.525,0.368
29,1,0.527,0.368
30,1,0.529,0.369
31,1,0.528,0.371
32,1,0.530,0.375
33,1,0.533,0.381
34,1,0.538,0.375
35,1,0.541,0.364
36,1,0.543,0.354
37,1,0.543,0.356
38,1,0.547,0.346
39,1,0.548,0.340
40,1,0.549,0.338
41,1,0.552,0.338
42,1,0.551,0.339
43,1,0.552,0.338
44,1,0.552,0.340
45,1,0.555,0.342
46,1,0.555,0.350
47,1,0.555,0.358
48,1,0.556,0.364
49,1,0.557,0.364
50,1,0.558,0.374
51,1,0.559,0.389
52,1,0.559,0.403
53,1,0.558,0.418
54,1,0.559,0.436
55,1,0.559,0.436
56,1,0.559,0.451
57,1,0.559,0.468
58,0,-1.000,-1.000
59,1,0.533,0.331
60,1,0.521,0.286
61,1,0.521,0.285
62,1,0.512,0.243
63,1,0.503,0.207
64,1,0.498,0.181
65,1,0.491,0.153
66,1,0.484,0.132
67,1,0.486,0.131
68,1,0.478,0.114
69,1,0.474,0.099
70,1,0.469,0.085
71,1,0.466,0.076
72,1,0.461,0.067
73,1,0.460,0.065
74,1,0.459,0.060
75,1,0.455,0.057
76,1,0.451,0.053
77,1,0.448,0.050
78,1,0.445,0.051
79,1,0.445,0.051
80,1,0.443,0.053
81,1,0.439,0.054
82,1,0.439,0.061
83,1,0.435,0.065
84,1,0.434,0.072
85,1,0.434,0.074
86,1,0.433,0.082
87,1,0.430,0.090
88,1,0.429,0.099
89,1,0.428,0.113
90,1,0.427,0.125
91,1,0.427,0.122
92,1,0.426,0.136
93,1,0.417,0.179
94,1,0.405,0.225
95,1,0.395,0.261
96,1,0.386,0.304
97,1,0.386,0.303
98,1,0.379,0.339
99,1,0.371,0.372
100,1,0.366,0.404
101,1,0.360,0.433
102,1,0.354,0.464
103,1,0.355,0.463
104,1,0.351,0.490
105,1,0.345,0.521
106,1,0.339,0.550
107,1,0.335,0.581
108,0,-1.000,-1.000
109,0,-1.000,-1.000
110,1,0.328,0.640
111,1,0.323,0.669
112,0,-1.000,-1.000
113,1,0.359,0.583
114,1,0.377,0.536
115,1,0.377,0.535
116,1,0.394,0.496
117,1,0.409,0.461
118,1,0.421,0.435
119,1,0.434,0.408
120,1,0.444,0.392
121,1,0.442,0.393
122,1,0.453,0.374
123,1,0.460,0.362
124,1,0.470,0.350
125,1,0.477,0.342
126,1,0.484,0.338
127,1,0.484,0.336
128,1,0.490,0.332
129,1,0.496,0.329
130,1,0.501,0.329
131,1,0.507,0.329
132,1,0.512,0.332
133,1,0.512,0.333
134,1,0.518,0.336
135,1,0.521,0.342
136,1,0.526,0.346
137,1,0.530,0.354
138,1,0.532,0.361
139,1,0.534,0.364
140,1,0.537,0.372
141,1,0.541,0.382
142,1,0.546,0.390
143,1,0.562,0.372
144,1,0.574,0.353
145,1,0.576,0.350
146,1,0.588,0.339
147,1,0.597,0.329
148,1,0.606,0.322
149,1,0.616,0.318
150,1,0.624,0.312
151,1,0.623,0.312
152,1,0.630,0.312
153,1,0.637,0.312
154,1,0.645,0.315
155,1,0.651,0.321
156,1,0.656,0.326
157,1,0.656,0.325
158,1,0.662,0.333
159,1,0.666,0.342
160,1,0.671,0.353
161,1,0.676,0.368
162,1,0.680,0.381
163,1,0.680,0.381
164,1,0.684,0.396
165,1,0.688,0.415
166,1,0.690,0.433
167,1,0.695,0.453
168,1,0.696,0.476
169,1,0.698,0.476
170,1,0.700,0.499
171,1,0.701,0.522
172,1,0.705,0.551
173,0,-1.000,-1.000
174,0,-1.000,-1.000
175,0,-1.000,-1.000
176,1,0.584,0.301
177,1,0.557,0.243
178,1,0.537,0.203
179,1,0.522,0.167
180,1,0.509,0.142
181,1,0.508,0.142
182,1,0.497,0.119
183,1,0.487,0.106
184,1,0.477,0.094
185,1,0.471,0.083
186,1,0.463,0.075
187,1,0.463,0.076
188,1,0.457,0.072
189,1,0.452,0.068
190,1,0.447,0.067
191,1,0.442,0.067
192,1,0.437,0.068
193,1,0.438,0.068
194,1,0.434,0.072
195,1,0.430,0.075
196,1,0.427,0.081
197,1,0.423,0.089
198,1,0.420,0.096
199,1,0.420,0.097
200,1,0.417,0.104
201,1,0.416,0.114
202,1,0.413,0.125
203,1,0.411,0.135
204,1,0.409,0.150
205,1,0.409,0.150
206,1,0.408,0.160
207,1,0.406,0.174
208,1,0.405,0.189
209,1,0.404,0.203
210,1,0.403,0.219
211,1,0.403,0.221
212,1,0.399,0.199
213,1,0.397,0.182
214,1,0.395,0.167
215,1,0.393,0.153
216,1,0.391,0.140
217,1,0.391,0.143
218,1,0.389,0.135
219,1,0.387,0.129
220,1,0.385,0.126
221,1,0.384,0.126
222,1,0.383,0.126
223,1,0.382,0.125
224,1,0.382,0.131
225,1,0.380,0.133
226,1,0.380,0.139
227,1,0.378,0.147
228,1,0.377,0.156
229,1,0.377,0.156
230,1,0.377,0.168
231,1,0.377,0.183
232,1,0.375,0.199
233,1,0.374,0.215
234,1,0.374,0.235
235,1,0.373,0.235
236,1,0.372,0.256
237,1,0.371,0.278
238,1,0.370,0.301
239,1,0.370,0.328
240,1,0.369,0.351
241,1,0.368,0.353
242,1,0.367,0.376
243,1,0.366,0.408
244,1,0.366,0.393
245,1,0.367,0.383
246,1,0.368,0.378
247,1,0.368,0.376
248,1,0.368,0.374
249,1,0.368,0.372
250,1,0.368,0.375
251,1,0.368,0.376
252,1,0.368,0.379
253,1,0.369,0.379
254,1,0.370,0.382
255,1,0.369,0.388
256,1,0.369,0.390
257,0,-1.000,-1.000
258,1,0.371,0.404
259,1,0.370,0.406
260,1,0.370,0.407
261,0,-1.000,-1.000
262,1,0.369,0.392
263,1,0.369,0.389
264,1,0.370,0.388
265,1,0.370,0.388
266,1,0.371,0.388
267,1,0.370,0.386
268,1,0.370,0.379
269,1,0.369,0.378
270,1,0.368,0.378
271,1,0.367,0.376
272,1,0.369,0.371
273,1,0.368,0.371
274,1,0.368,0.371
275,1,0.366,0.368
276,1,0.369,0.369
277,1,0.368,0.369
278,1,0.368,0.365
279,1,0.368,0.364
280,1,0.366,0.361
281,1,0.366,0.360
282,1,0.368,0.361
