Frame,Ball,x,y
0,1,0.518,0.379
1,1,0.517,0.379
2,1,0.519,0.375
3,1,0.520,0.375
4,1,0.520,0.376
5,1,0.519,0.378
6,1,0.518,0.374
7,1,0.518,0.372
8,1,0.518,0.372
9,1,0.520,0.371
10,0,-1.000,-1.000
11,0,-1.000,-1.000
12,0,-1.000,-1.000
13,1,0.529,0.362
14,1,0.536,0.353
15,1,0.536,0.354
16,1,0.536,0.353
17,1,0.538,0.353
18,1,0.540,0.358
19,1,0.544,0.364
20,1,0.545,0.369
21,1,0.548,0.375
22,1,0.548,0.375
23,1,0.551,0.386
24,1,0.552,0.394
25,1,0.554,0.407
26,1,0.556,0.421
27,1,0.559,0.432
28,1,0.559,0.433
29,1,0.552,0.439
30,1,0.531,0.419
31,1,0.518,0.408
32,1,0.506,0.396
33,1,0.493,0.389
34,1,0.494,0.389
35,1,0.482,0.381
36,1,0.473,0.382
37,1,0.464,0.383
38,1,0.455,0.385
39,1,0.445,0.386
40,1,0.446,0.389
41,1,0.436,0.390
42,0,-1.000,-1.000
43,1,0.423,0.401
44,1,0.414,0.411
45,1,0.407,0.418
46,1,0.407,0.418
47,1,0.401,0.428
48,1,0.395,0.440
49,1,0.389,0.451
50,1,0.384,0.465
51,1,0.379,0.478
52,1,0.379,0.479
53,1,0.374,0.492
54,1,0.370,0.506
55,1,0.368,0.504
56,1,0.365,0.496
57,1,0.362,0.492
58,1,0.362,0.489
59,1,0.362,0.487
60,1,0.359,0.487
61,1,0.358,0.489
62,1,0.356,0.489
63,0,-1.000,-1.000
64,0,-1.000,-1.000
65,1,0.352,0.500
66,1,0.351,0.499
67,1,0.348,0.497
68,1,0.346,0.500
69,1,0.346,0.499
70,1,0.346,0.499
71,1,0.346,0.500
72,1,0.346,0.500
73,1,0.346,0.499
74,1,0.346,0.499
75,1,0.347,0.500
76,1,0.347,0.499
77,1,0.346,0.499
78,1,0.348,0.497
79,1,0.348,0.499
80,1,0.348,0.500
