Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,1,0.489,0.472
3,1,0.495,0.444
4,1,0.499,0.428
5,1,0.502,0.418
6,1,0.509,0.404
7,1,0.510,0.403
8,1,0.514,0.392
9,1,0.518,0.386
10,1,0.522,0.383
11,1,0.527,0.375
12,1,0.529,0.372
13,1,0.530,0.372
14,1,0.534,0.374
15,1,0.536,0.372
16,1,0.540,0.375
17,1,0.543,0.381
18,1,0.541,0.368
19,1,0.541,0.367
20,1,0.534,0.326
21,1,0.524,0.296
22,1,0.519,0.268
23,1,0.513,0.247
24,1,0.507,0.229
25,1,0.508,0.228
26,1,0.502,0.210
27,1,0.497,0.199
28,1,0.491,0.186
29,1,0.487,0.178
30,1,0.482,0.169
31,1,0.482,0.171
32,1,0.477,0.165
33,1,0.472,0.161
34,1,0.469,0.161
35,1,0.464,0.164
36,1,0.459,0.167
37,1,0.459,0.167
38,1,0.454,0.172
39,1,0.449,0.178
40,1,0.446,0.189
41,1,0.441,0.201
42,1,0.437,0.214
43,1,0.437,0.214
44,1,0.432,0.228
45,1,0.429,0.246
46,1,0.426,0.263
47,1,0.420,0.285
48,1,0.419,0.306
49,1,0.416,0.307
50,1,0.414,0.328
51,1,0.410,0.354
52,1,0.408,0.379
53,1,0.404,0.408
54,1,0.402,0.432
55,1,0.400,0.433
56,1,0.398,0.450
57,1,0.402,0.389
58,1,0.402,0.361
59,1,0.405,0.344
60,1,0.405,0.336
61,1,0.405,0.338
62,1,0.405,0.329
63,1,0.405,0.324
64,1,0.406,0.322
65,1,0.406,0.322
66,1,0.407,0.324
67,1,0.407,0.324
68,1,0.408,0.326
69,1,0.409,0.331
70,1,0.431,0.315
71,1,0.446,0.318
72,1,0.464,0.325
73,1,0.466,0.326
74,1,0.475,0.324
75,1,0.484,0.328
76,1,0.497,0.333
77,1,0.507,0.340
78,1,0.518,0.350
79,1,0.518,0.350
80,1,0.525,0.357
81,1,0.534,0.368
82,1,0.543,0.381
83,1,0.550,0.393
84,1,0.557,0.408
85,1,0.556,0.408
86,1,0.563,0.425
87,1,0.570,0.443
88,1,0.576,0.461
89,1,0.582,0.479
90,1,0.588,0.500
91,1,0.588,0.500
92,1,0.593,0.524
93,1,0.598,0.546
94,1,0.602,0.568
95,1,0.607,0.496
96,1,0.613,0.443
97,1,0.611,0.442
98,1,0.614,0.401
99,1,0.617,0.369
100,1,0.619,0.340
101,1,0.621,0.322
102,1,0.622,0.308
103,1,0.622,0.308
104,1,0.623,0.292
105,1,0.625,0.283
106,1,0.627,0.275
107,1,0.627,0.269
108,1,0.630,0.265
109,1,0.628,0.264
110,0,-1.000,-1.000
111,0,-1.000,-1.000
112,1,0.638,0.272
113,0,-1.000,-1.000
114,1,0.645,0.290
115,1,0.645,0.290
116,1,0.650,0.303
117,1,0.653,0.315
118,1,0.658,0.331
119,1,0.661,0.347
120,1,0.664,0.362
121,1,0.665,0.364
122,1,0.668,0.382
123,1,0.670,0.399
124,1,0.673,0.418
125,1,0.675,0.439
126,1,0.677,0.461
127,1,0.677,0.458
128,1,0.679,0.482
129,1,0.681,0.506
130,1,0.683,0.533
131,1,0.685,0.554
132,1,0.678,0.517
133,1,0.678,0.518
134,1,0.673,0.485
135,1,0.668,0.457
136,1,0.662,0.435
137,1,0.661,0.418
138,1,0.659,0.406
139,1,0.659,0.406
140,1,0.657,0.396
141,1,0.655,0.388
142,1,0.654,0.381
143,1,0.652,0.378
144,1,0.649,0.375
145,1,0.650,0.374
146,1,0.647,0.374
147,1,0.646,0.374
148,1,0.644,0.374
149,1,0.643,0.379
150,1,0.641,0.385
151,1,0.641,0.383
152,1,0.641,0.389
153,0,-1.000,-1.000
154,1,0.637,0.406
155,1,0.636,0.417
156,1,0.620,0.396
157,1,0.620,0.393
158,1,0.612,0.354
159,1,0.599,0.322
160,1,0.588,0.297
161,1,0.578,0.275
162,1,0.568,0.256
163,1,0.570,0.257
164,1,0.562,0.240
165,1,0.553,0.228
166,1,0.544,0.218
167,1,0.537,0.208
168,1,0.530,0.204
169,1,0.529,0.204
170,1,0.522,0.199
171,1,0.514,0.197
172,1,0.509,0.199
173,1,0.501,0.200
174,1,0.494,0.203
175,1,0.494,0.203
176,1,0.487,0.210
177,1,0.480,0.215
178,1,0.473,0.225
179,1,0.466,0.239
180,1,0.461,0.251
181,1,0.461,0.251
182,1,0.455,0.264
183,0,-1.000,-1.000
184,1,0.443,0.301
185,1,0.436,0.321
186,1,0.431,0.343
187,1,0.430,0.344
188,1,0.426,0.367
189,1,0.421,0.389
190,1,0.411,0.408
191,1,0.395,0.393
192,1,0.385,0.386
193,1,0.385,0.386
194,1,0.380,0.383
195,1,0.376,0.382
196,1,0.373,0.383
197,1,0.370,0.385
198,1,0.366,0.386
199,1,0.367,0.389
200,1,0.364,0.393
201,0,-1.000,-1.000
202,0,-1.000,-1.000
203,1,0.359,0.408
204,1,0.359,0.415
205,1,0.358,0.417
206,1,0.357,0.410
207,1,0.355,0.401
208,1,0.355,0.394
209,1,0.354,0.390
210,1,0.352,0.388
211,1,0.352,0.389
212,1,0.350,0.386
213,1,0.349,0.386
214,1,0.348,0.385
215,1,0.345,0.382
216,1,0.345,0.378
217,1,0.345,0.376
218,1,0.345,0.376
219,1,0.345,0.378
220,1,0.343,0.372
221,1,0.341,0.371
222,1,0.341,0.371
223,1,0.341,0.371
224,1,0.339,0.369
225,1,0.338,0.369
226,1,0.338,0.368
227,1,0.337,0.367
228,1,0.337,0.367
229,1,0.337,0.368
230,1,0.335,0.367
231,1,0.334,0.365
232,1,0.334,0.367
233,1,0.333,0.364
