Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,1,0.523,0.364
3,1,0.519,0.365
4,1,0.520,0.365
5,0,-1.000,-1.000
6,1,0.517,0.353
7,1,0.514,0.357
8,1,0.510,0.361
9,1,0.507,0.362
10,1,0.507,0.364
11,1,0.505,0.369
12,1,0.503,0.378
13,1,0.500,0.383
14,1,0.497,0.394
15,1,0.496,0.406
16,1,0.496,0.406
17,1,0.494,0.417
18,1,0.490,0.433
19,1,0.490,0.447
20,1,0.487,0.464
21,1,0.485,0.481
22,1,0.485,0.481
23,1,0.484,0.492
24,1,0.483,0.460
25,1,0.487,0.431
26,1,0.485,0.410
27,1,0.485,0.394
28,1,0.485,0.393
29,1,0.486,0.376
30,1,0.489,0.367
31,1,0.489,0.360
32,1,0.490,0.353
33,1,0.489,0.350
34,1,0.490,0.350
35,1,0.489,0.346
36,1,0.491,0.343
37,1,0.490,0.346
38,1,0.492,0.347
39,1,0.491,0.349
40,1,0.492,0.347
41,1,0.493,0.353
42,1,0.493,0.362
43,1,0.487,0.367
44,1,0.485,0.331
45,1,0.479,0.314
46,1,0.477,0.314
47,1,0.469,0.301
48,1,0.465,0.292
49,1,0.460,0.286
50,1,0.455,0.279
51,1,0.449,0.276
52,1,0.449,0.275
53,1,0.443,0.274
54,1,0.438,0.272
55,1,0.434,0.276
56,1,0.428,0.281
57,1,0.423,0.286
58,1,0.423,0.285
59,1,0.418,0.294
60,1,0.414,0.304
61,1,0.409,0.317
62,1,0.404,0.328
63,1,0.400,0.343
64,1,0.399,0.342
65,1,0.395,0.361
66,1,0.391,0.379
67,1,0.386,0.401
68,1,0.381,0.424
69,1,0.378,0.443
70,1,0.377,0.444
71,1,0.373,0.468
72,1,0.368,0.493
73,1,0.403,0.303
74,1,0.428,0.144
75,1,0.443,0.051
76,1,0.444,0.053
77,1,0.451,0.004
78,0,-1.000,-1.000
79,0,-1.000,-1.000
80,0,-1.000,-1.000
81,0,-1.000,-1.000
82,0,-1.000,-1.000
83,0,-1.000,-1.000
84,0,-1.000,-1.000
85,0,-1.000,-1.000
86,0,-1.000,-1.000
87,0,-1.000,-1.000
88,0,-1.000,-1.000
89,0,-1.000,-1.000
90,0,-1.000,-1.000
91,0,-1.000,-1.000
92,0,-1.000,-1.000
93,0,-1.000,-1.000
94,0,-1.000,-1.000
95,0,-1.000,-1.000
96,0,-1.000,-1.000
97,0,-1.000,-1.000
98,0,-1.000,-1.000
99,0,-1.000,-1.000
100,0,-1.000,-1.000
101,0,-1.000,-1.000
102,0,-1.000,-1.000
103,0,-1.000,-1.000
104,0,-1.000,-1.000
105,0,-1.000,-1.000
106,0,-1.000,-1.000
107,0,-1.000,-1.000
108,0,-1.000,-1.000
109,0,-1.000,-1.000
110,0,-1.000,-1.000
111,0,-1.000,-1.000
112,0,-1.000,-1.000
113,0,-1.000,-1.000
114,0,-1.000,-1.000
115,0,-1.000,-1.000
116,0,-1.000,-1.000
117,0,-1.000,-1.000
118,0,-1.000,-1.000
119,1,0.561,0.003
120,1,0.561,0.019
121,1,0.562,0.037
122,1,0.562,0.058
123,1,0.563,0.078
124,1,0.564,0.078
125,1,0.564,0.099
126,1,0.545,0.160
127,1,0.514,0.239
128,1,0.493,0.292
129,1,0.474,0.346
130,1,0.475,0.344
131,1,0.458,0.388
132,1,0.444,0.426
133,1,0.431,0.464
134,1,0.419,0.499
135,1,0.408,0.536
136,1,0.408,0.536
137,1,0.397,0.571
138,1,0.388,0.603
139,1,0.379,0.639
140,1,0.375,0.581
141,1,0.380,0.519
142,1,0.380,0.517
143,1,0.379,0.476
144,1,0.380,0.440
145,1,0.380,0.415
146,1,0.381,0.390
147,1,0.381,0.372
148,1,0.381,0.372
149,1,0.383,0.357
150,1,0.383,0.346
151,1,0.383,0.335
152,1,0.384,0.329
153,1,0.384,0.324
154,1,0.384,0.324
155,1,0.384,0.321
156,1,0.385,0.318
157,1,0.385,0.319
158,1,0.387,0.321
159,1,0.387,0.324
160,1,0.387,0.324
161,1,0.388,0.328
162,1,0.389,0.332
163,1,0.390,0.339
164,1,0.390,0.346
165,1,0.390,0.351
166,1,0.390,0.351
167,1,0.388,0.342
168,1,0.387,0.335
169,1,0.383,0.332
170,1,0.379,0.332
171,1,0.375,0.331
172,1,0.376,0.331
173,1,0.373,0.332
174,1,0.372,0.338
175,1,0.369,0.342
176,1,0.366,0.347
177,1,0.364,0.354
178,1,0.364,0.356
179,1,0.362,0.364
180,1,0.359,0.374
181,1,0.356,0.386
182,1,0.354,0.401
183,1,0.353,0.415
184,1,0.352,0.414
185,1,0.351,0.431
186,1,0.348,0.447
187,1,0.346,0.467
188,1,0.345,0.483
189,1,0.343,0.506
190,1,0.343,0.507
191,1,0.341,0.528
192,0,-1.000,-1.000
193,1,0.380,0.425
194,1,0.401,0.369
195,1,0.419,0.325
196,1,0.420,0.325
197,1,0.435,0.285
198,1,0.446,0.258
199,1,0.458,0.235
200,1,0.469,0.214
201,1,0.477,0.200
202,1,0.477,0.200
203,1,0.485,0.188
204,1,0.492,0.174
205,1,0.501,0.165
206,1,0.507,0.160
207,1,0.513,0.156
208,1,0.512,0.156
209,1,0.520,0.153
210,1,0.524,0.153
211,1,0.529,0.153
212,1,0.534,0.153
213,1,0.539,0.157
214,1,0.538,0.157
215,1,0.542,0.158
216,1,0.546,0.168
217,1,0.551,0.174
218,1,0.554,0.179
219,1,0.558,0.189
220,1,0.558,0.190
221,1,0.561,0.200
222,1,0.564,0.208
223,1,0.567,0.219
224,1,0.570,0.233
225,1,0.574,0.240
226,1,0.575,0.240
227,1,0.580,0.222
228,1,0.586,0.211
229,1,0.589,0.204
230,1,0.593,0.196
231,1,0.595,0.193
232,1,0.597,0.193
233,1,0.598,0.190
234,1,0.600,0.190
235,1,0.602,0.190
236,1,0.604,0.193
237,1,0.605,0.197
238,1,0.605,0.197
239,1,0.607,0.206
240,1,0.610,0.212
241,1,0.611,0.222
242,1,0.611,0.232
243,1,0.612,0.243
244,1,0.612,0.243
245,1,0.613,0.258
246,1,0.614,0.275
247,1,0.614,0.292
248,1,0.614,0.310
249,1,0.614,0.332
250,1,0.614,0.332
251,1,0.614,0.350
252,0,-1.000,-1.000
253,0,-1.000,-1.000
254,1,0.466,0.386
255,1,0.448,0.392
256,1,0.450,0.393
257,1,0.449,0.390
258,1,0.424,0.406
259,1,0.413,0.415
260,1,0.408,0.417
261,1,0.401,0.424
262,1,0.402,0.425
263,1,0.397,0.431
264,1,0.391,0.415
265,1,0.387,0.408
266,1,0.382,0.406
267,1,0.377,0.400
268,1,0.378,0.399
269,1,0.373,0.397
270,1,0.368,0.392
271,1,0.368,0.392
272,0,-1.000,-1.000
273,1,0.364,0.386
274,1,0.362,0.386
275,0,-1.000,-1.000
276,1,0.358,0.378
277,1,0.355,0.376
278,1,0.355,0.376
279,1,0.352,0.374
280,1,0.352,0.374
281,1,0.350,0.368
282,1,0.348,0.368
283,1,0.348,0.368
284,1,0.347,0.367
285,1,0.346,0.365
286,1,0.345,0.367
287,1,0.345,0.365
288,1,0.343,0.360
