Frame,Ball,x,y
0,1,0.487,0.637
1,1,0.487,0.637
2,1,0.487,0.636
3,1,0.487,0.633
4,1,0.487,0.632
5,1,0.487,0.629
6,1,0.485,0.629
7,1,0.483,0.624
8,1,0.483,0.624
9,1,0.483,0.619
10,1,0.482,0.617
11,1,0.480,0.614
12,1,0.480,0.606
13,1,0.477,0.604
14,1,0.477,0.600
15,1,0.473,0.564
16,1,0.471,0.529
17,1,0.468,0.499
18,1,0.466,0.471
19,1,0.464,0.454
20,1,0.465,0.454
21,1,0.463,0.440
22,1,0.462,0.431
23,1,0.461,0.418
24,1,0.462,0.411
25,1,0.459,0.406
26,1,0.460,0.406
27,1,0.460,0.401
28,1,0.460,0.401
29,1,0.459,0.401
30,1,0.459,0.403
31,1,0.459,0.403
32,1,0.459,0.406
33,1,0.459,0.407
34,1,0.459,0.414
35,1,0.461,0.418
36,1,0.459,0.425
37,1,0.450,0.417
38,1,0.450,0.419
39,1,0.438,0.406
40,1,0.434,0.396
41,1,0.424,0.389
42,1,0.417,0.386
43,1,0.410,0.385
44,1,0.411,0.385
45,1,0.401,0.385
46,1,0.399,0.386
47,1,0.395,0.392
48,1,0.388,0.397
49,1,0.384,0.403
50,1,0.384,0.403
51,1,0.380,0.410
52,1,0.375,0.419
53,1,0.373,0.432
54,1,0.370,0.444
55,1,0.363,0.457
56,1,0.363,0.458
57,1,0.359,0.475
58,1,0.357,0.492
59,1,0.353,0.512
60,1,0.350,0.533
61,1,0.347,0.551
62,1,0.347,0.553
63,1,0.345,0.574
64,1,0.341,0.594
65,1,0.341,0.597
66,1,0.349,0.550
67,1,0.357,0.518
68,1,0.357,0.517
69,1,0.361,0.483
70,1,0.366,0.457
71,1,0.370,0.436
72,1,0.373,0.421
73,1,0.374,0.407
74,1,0.377,0.406
75,1,0.379,0.396
76,1,0.382,0.386
77,1,0.384,0.379
78,1,0.388,0.375
79,1,0.390,0.375
80,1,0.390,0.375
81,1,0.393,0.374
82,1,0.395,0.376
83,1,0.398,0.378
84,1,0.400,0.382
85,1,0.402,0.389
86,1,0.403,0.388
87,1,0.403,0.393
88,1,0.406,0.403
89,1,0.408,0.414
90,1,0.411,0.425
91,1,0.412,0.436
92,1,0.412,0.433
93,1,0.414,0.447
94,1,0.416,0.460
95,1,0.416,0.465
96,1,0.412,0.435
97,1,0.404,0.403
98,1,0.404,0.404
99,1,0.401,0.382
100,1,0.397,0.362
101,1,0.394,0.346
102,1,0.391,0.332
103,1,0.389,0.324
104,1,0.388,0.324
105,1,0.385,0.314
106,1,0.384,0.308
107,1,0.382,0.304
108,1,0.379,0.301
109,1,0.376,0.301
110,1,0.377,0.301
111,1,0.374,0.304
112,1,0.372,0.307
113,1,0.370,0.310
114,1,0.369,0.318
115,1,0.367,0.328
116,1,0.366,0.326
117,1,0.365,0.339
118,1,0.364,0.350
119,1,0.361,0.365
120,1,0.359,0.381
121,1,0.358,0.399
122,1,0.359,0.400
123,1,0.358,0.417
124,1,0.355,0.440
125,1,0.355,0.460
126,1,0.353,0.482
127,1,0.353,0.507
128,1,0.353,0.507
129,1,0.352,0.529
130,1,0.352,0.557
131,1,0.351,0.585
132,1,0.348,0.611
133,1,0.349,0.640
134,1,0.349,0.640
135,1,0.355,0.539
136,1,0.359,0.439
137,1,0.364,0.372
138,1,0.368,0.325
139,1,0.370,0.292
140,1,0.371,0.290
141,1,0.371,0.263
142,1,0.374,0.242
143,1,0.376,0.225
144,1,0.379,0.211
145,1,0.380,0.201
146,1,0.380,0.201
147,1,0.382,0.193
148,1,0.384,0.185
149,1,0.387,0.182
150,1,0.388,0.179
151,1,0.390,0.179
152,1,0.389,0.179
153,1,0.391,0.179
154,1,0.393,0.183
155,1,0.395,0.185
156,1,0.396,0.190
157,1,0.399,0.194
158,1,0.399,0.197
159,1,0.400,0.203
160,1,0.402,0.211
161,1,0.405,0.221
162,1,0.406,0.231
163,1,0.395,0.308
164,1,0.395,0.308
165,1,0.385,0.374
166,1,0.377,0.431
167,1,0.371,0.472
168,1,0.367,0.512
169,1,0.362,0.551
170,1,0.361,0.551
171,1,0.358,0.585
172,1,0.354,0.619
173,1,0.351,0.653
174,1,0.347,0.683
175,1,0.345,0.718
176,1,0.343,0.718
177,1,0.345,0.697
178,1,0.351,0.619
179,1,0.355,0.565
180,1,0.359,0.519
181,1,0.362,0.483
182,1,0.362,0.483
183,1,0.363,0.447
184,1,0.367,0.419
185,1,0.372,0.400
186,1,0.373,0.385
187,1,0.376,0.369
188,1,0.376,0.369
189,1,0.378,0.357
190,1,0.382,0.347
191,1,0.382,0.338
192,1,0.386,0.333
193,1,0.388,0.332
194,1,0.387,0.331
195,1,0.391,0.329
196,1,0.392,0.329
197,1,0.395,0.329
198,1,0.395,0.333
199,1,0.399,0.339
200,1,0.400,0.338
201,1,0.401,0.342
202,1,0.403,0.351
203,1,0.395,0.382
204,1,0.387,0.406
205,1,0.383,0.432
206,1,0.383,0.432
207,1,0.377,0.454
208,1,0.373,0.479
209,1,0.370,0.501
210,1,0.366,0.524
211,1,0.362,0.547
212,1,0.362,0.547
213,1,0.359,0.572
214,1,0.355,0.596
215,1,0.352,0.622
216,1,0.352,0.647
217,1,0.348,0.672
218,1,0.348,0.674
219,1,0.342,0.703
220,1,0.334,0.722
221,1,0.330,0.742
222,1,0.319,0.764
223,1,0.313,0.785
224,1,0.315,0.786
225,1,0.305,0.810
226,1,0.305,0.826
227,1,0.299,0.824
228,1,0.300,0.821
229,1,0.298,0.818
230,1,0.298,0.818
231,1,0.295,0.819
232,1,0.294,0.821
233,1,0.291,0.825
234,1,0.290,0.835
235,1,0.288,0.844
236,1,0.289,0.843
237,1,0.287,0.846
238,1,0.287,0.846
239,1,0.286,0.846
240,1,0.284,0.846
241,1,0.284,0.846
242,1,0.284,0.846
243,1,0.284,0.846
244,1,0.283,0.846
245,1,0.284,0.846
246,1,0.284,0.846
247,1,0.284,0.846
248,1,0.284,0.844
249,1,0.284,0.844
250,1,0.284,0.844
