Frame,Ball,x,y
0,0,-1.000,-1.000
1,0,-1.000,-1.000
2,0,-1.000,-1.000
3,0,-1.000,-1.000
4,1,0.490,0.589
5,1,0.488,0.588
6,1,0.489,0.589
7,1,0.489,0.586
8,1,0.489,0.588
9,1,0.489,0.586
10,1,0.489,0.588
11,1,0.489,0.585
12,1,0.490,0.586
13,1,0.487,0.583
14,1,0.487,0.586
15,1,0.487,0.588
16,1,0.486,0.589
17,1,0.486,0.592
18,1,0.486,0.590
19,1,0.486,0.592
20,1,0.484,0.592
21,1,0.484,0.592
22,1,0.484,0.592
23,1,0.483,0.594
24,1,0.483,0.594
25,1,0.482,0.594
26,1,0.480,0.593
27,1,0.481,0.594
28,1,0.480,0.593
29,1,0.477,0.593
30,1,0.478,0.593
31,1,0.478,0.592
32,1,0.476,0.590
33,1,0.476,0.589
34,1,0.474,0.586
35,1,0.473,0.585
36,1,0.473,0.583
37,1,0.472,0.581
38,0,-1.000,-1.000
39,1,0.470,0.569
40,0,-1.000,-1.000
41,1,0.467,0.560
42,1,0.469,0.561
43,1,0.459,0.532
44,1,0.452,0.493
45,1,0.444,0.458
46,1,0.438,0.436
47,1,0.433,0.414
48,1,0.434,0.415
49,1,0.428,0.401
50,1,0.423,0.389
51,1,0.420,0.378
52,1,0.416,0.369
53,1,0.414,0.361
54,1,0.413,0.360
55,1,0.410,0.357
56,1,0.408,0.353
57,1,0.405,0.353
58,1,0.403,0.354
59,1,0.401,0.357
60,1,0.402,0.358
61,1,0.399,0.360
62,1,0.399,0.362
63,1,0.397,0.369
64,1,0.395,0.376
65,1,0.414,0.371
66,1,0.415,0.372
67,1,0.434,0.358
68,1,0.453,0.351
69,1,0.470,0.347
70,1,0.484,0.347
71,1,0.498,0.347
72,1,0.498,0.347
73,1,0.514,0.347
74,1,0.525,0.351
75,1,0.536,0.357
76,1,0.548,0.362
77,1,0.559,0.374
78,1,0.559,0.372
79,1,0.569,0.381
80,1,0.579,0.393
81,1,0.589,0.407
82,1,0.598,0.424
83,1,0.608,0.439
84,1,0.608,0.439
85,1,0.616,0.456
86,1,0.624,0.475
87,1,0.630,0.497
88,1,0.638,0.519
89,1,0.645,0.543
90,1,0.645,0.543
91,1,0.652,0.567
92,1,0.659,0.593
93,1,0.665,0.619
94,1,0.670,0.647
95,1,0.673,0.675
96,1,0.675,0.676
97,1,0.680,0.696
98,1,0.659,0.628
99,1,0.644,0.560
100,1,0.634,0.515
101,1,0.623,0.478
102,1,0.623,0.479
103,1,0.615,0.450
104,1,0.607,0.429
105,1,0.602,0.408
106,1,0.597,0.394
107,1,0.591,0.388
108,1,0.592,0.388
109,1,0.586,0.376
110,1,0.583,0.372
111,1,0.577,0.365
112,1,0.577,0.365
113,1,0.572,0.364
114,1,0.571,0.361
115,1,0.570,0.364
116,1,0.568,0.365
117,1,0.566,0.369
118,1,0.562,0.375
119,1,0.561,0.383
120,1,0.560,0.383
121,1,0.558,0.388
122,1,0.556,0.394
123,1,0.555,0.404
124,1,0.552,0.411
125,1,0.557,0.411
126,1,0.558,0.412
127,1,0.564,0.403
128,1,0.570,0.392
129,1,0.578,0.383
130,1,0.583,0.378
131,1,0.584,0.376
132,1,0.583,0.376
133,1,0.585,0.376
134,1,0.590,0.382
135,1,0.594,0.385
136,1,0.595,0.392
137,1,0.599,0.396
138,1,0.598,0.396
139,1,0.604,0.406
140,1,0.605,0.414
141,1,0.608,0.418
142,1,0.606,0.415
143,1,0.606,0.418
144,1,0.605,0.417
145,1,0.606,0.424
146,1,0.606,0.424
147,1,0.606,0.428
148,1,0.606,0.436
149,1,0.605,0.449
150,1,0.605,0.450
151,1,0.606,0.463
152,1,0.606,0.475
153,1,0.605,0.486
154,1,0.605,0.500
155,1,0.605,0.515
156,1,0.605,0.517
157,1,0.605,0.533
158,1,0.605,0.536
159,1,0.605,0.531
160,1,0.605,0.528
161,1,0.606,0.526
162,1,0.605,0.526
163,1,0.608,0.526
164,0,-1.000,-1.000
165,0,-1.000,-1.000
166,0,-1.000,-1.000
167,0,-1.000,-1.000
168,0,-1.000,-1.000
169,0,-1.000,-1.000
170,0,-1.000,-1.000
171,0,-1.000,-1.000
172,0,-1.000,-1.000
173,1,0.606,0.544
174,1,0.607,0.546
175,1,0.607,0.546
176,1,0.605,0.547
177,1,0.606,0.546
178,1,0.607,0.546
