Frame,Ball,x,y
0,1,0.519,0.408
1,1,0.518,0.410
2,1,0.518,0.408
3,1,0.520,0.408
4,0,-1.000,-1.000
5,1,0.522,0.392
6,1,0.524,0.382
7,1,0.522,0.382
8,1,0.515,0.379
9,1,0.516,0.381
10,1,0.508,0.372
11,1,0.504,0.369
12,1,0.500,0.364
13,1,0.494,0.365
14,1,0.486,0.368
15,1,0.486,0.369
16,1,0.475,0.376
17,1,0.475,0.379
18,1,0.471,0.390
19,1,0.466,0.397
20,1,0.463,0.406
21,1,0.460,0.406
22,1,0.457,0.418
23,1,0.452,0.435
24,1,0.447,0.446
25,1,0.436,0.419
26,1,0.433,0.381
27,1,0.432,0.381
28,1,0.428,0.357
29,1,0.422,0.332
30,1,0.419,0.321
31,1,0.415,0.304
32,1,0.412,0.294
33,1,0.413,0.296
34,1,0.410,0.289
35,1,0.409,0.281
36,1,0.405,0.274
37,1,0.403,0.272
38,1,0.401,0.300
39,1,0.401,0.300
40,1,0.399,0.328
41,1,0.397,0.357
42,1,0.395,0.382
43,1,0.392,0.406
44,1,0.391,0.431
45,1,0.391,0.431
46,1,0.388,0.456
47,1,0.388,0.479
48,1,0.398,0.431
49,1,0.401,0.397
50,1,0.405,0.371
51,1,0.406,0.371
52,1,0.410,0.349
53,1,0.413,0.329
54,1,0.415,0.321
55,1,0.417,0.310
56,1,0.420,0.301
57,1,0.420,0.303
58,1,0.421,0.296
59,1,0.429,0.296
60,1,0.433,0.315
61,1,0.442,0.336
62,1,0.448,0.354
63,1,0.448,0.354
64,1,0.454,0.375
65,1,0.461,0.394
66,1,0.465,0.412
67,1,0.470,0.433
68,1,0.474,0.454
69,1,0.474,0.454
70,1,0.478,0.476
71,1,0.490,0.451
72,1,0.490,0.419
73,1,0.499,0.396
74,1,0.502,0.378
75,1,0.503,0.376
76,1,0.506,0.362
77,1,0.509,0.353
78,1,0.512,0.343
79,1,0.515,0.338
80,1,0.518,0.332
81,1,0.518,0.332
82,1,0.520,0.329
83,1,0.523,0.332
84,1,0.525,0.331
85,1,0.527,0.333
86,1,0.520,0.351
87,1,0.520,0.351
88,1,0.510,0.367
89,1,0.505,0.385
90,1,0.498,0.406
91,1,0.494,0.418
92,1,0.488,0.435
93,1,0.489,0.435
94,1,0.484,0.454
95,1,0.479,0.472
96,1,0.475,0.492
97,1,0.479,0.457
98,1,0.493,0.372
99,1,0.494,0.375
100,1,0.504,0.311
101,1,0.509,0.276
102,1,0.521,0.228
103,1,0.526,0.199
104,1,0.531,0.174
105,1,0.532,0.175
106,1,0.537,0.157
107,1,0.541,0.140
108,1,0.545,0.128
109,1,0.548,0.118
110,1,0.551,0.111
111,1,0.551,0.111
112,1,0.554,0.106
113,1,0.558,0.103
114,1,0.559,0.100
115,1,0.562,0.101
116,1,0.565,0.101
117,1,0.566,0.101
118,1,0.568,0.104
119,1,0.570,0.110
120,1,0.573,0.115
121,1,0.575,0.122
122,1,0.576,0.131
123,1,0.576,0.131
124,1,0.578,0.139
125,1,0.580,0.150
126,1,0.582,0.163
127,1,0.584,0.174
128,1,0.584,0.188
129,1,0.584,0.189
130,1,0.569,0.201
131,1,0.557,0.211
132,1,0.547,0.224
133,1,0.537,0.233
134,1,0.530,0.244
135,1,0.530,0.244
136,1,0.523,0.256
137,1,0.513,0.268
138,1,0.505,0.283
139,1,0.498,0.296
140,1,0.491,0.314
141,1,0.492,0.312
142,1,0.484,0.331
143,1,0.478,0.351
144,1,0.472,0.368
145,1,0.467,0.388
146,1,0.462,0.407
147,1,0.462,0.407
148,1,0.455,0.431
149,1,0.450,0.451
150,1,0.445,0.474
151,1,0.441,0.497
152,1,0.433,0.504
153,1,0.432,0.503
154,1,0.432,0.465
155,1,0.426,0.442
156,1,0.424,0.417
157,1,0.422,0.399
158,1,0.419,0.382
159,1,0.420,0.382
160,1,0.419,0.372
161,1,0.419,0.368
162,1,0.419,0.362
163,1,0.417,0.358
164,1,0.416,0.357
165,1,0.416,0.356
166,1,0.414,0.357
167,1,0.413,0.357
168,1,0.412,0.358
169,1,0.412,0.362
170,1,0.412,0.368
171,1,0.410,0.367
172,1,0.409,0.372
173,1,0.410,0.382
174,1,0.409,0.390
175,1,0.408,0.400
176,1,0.409,0.411
177,1,0.409,0.412
178,1,0.409,0.426
179,1,0.408,0.429
180,1,0.404,0.417
181,1,0.401,0.407
182,1,0.398,0.394
183,1,0.398,0.394
184,1,0.395,0.388
185,1,0.394,0.383
186,1,0.391,0.379
187,1,0.388,0.374
188,1,0.387,0.372
189,1,0.386,0.372
190,1,0.384,0.371
191,1,0.382,0.376
192,1,0.380,0.379
193,1,0.378,0.385
194,1,0.376,0.393
195,1,0.376,0.392
196,1,0.374,0.403
197,1,0.372,0.412
198,1,0.370,0.425
199,1,0.368,0.438
200,1,0.366,0.453
201,1,0.366,0.453
202,1,0.365,0.471
203,1,0.362,0.489
204,1,0.367,0.475
205,1,0.384,0.382
206,1,0.398,0.315
207,1,0.398,0.315
208,1,0.411,0.257
209,1,0.421,0.208
210,1,0.429,0.169
211,1,0.438,0.131
212,1,0.445,0.103
213,1,0.445,0.100
214,1,0.453,0.074
215,1,0.458,0.050
216,1,0.464,0.032
217,1,0.470,0.015
218,1,0.474,0.003
219,1,0.476,0.003
220,0,-1.000,-1.000
221,0,-1.000,-1.000
222,0,-1.000,-1.000
223,0,-1.000,-1.000
224,0,-1.000,-1.000
225,0,-1.000,-1.000
226,0,-1.000,-1.000
227,0,-1.000,-1.000
228,0,-1.000,-1.000
229,0,-1.000,-1.000
230,0,-1.000,-1.000
231,0,-1.000,-1.000
232,0,-1.000,-1.000
233,0,-1.000,-1.000
234,0,-1.000,-1.000
235,0,-1.000,-1.000
236,1,0.539,0.010
237,1,0.540,0.008
238,1,0.543,0.021
239,1,0.547,0.036
240,1,0.549,0.050
241,1,0.552,0.064
242,1,0.554,0.079
243,1,0.554,0.081
244,1,0.556,0.094
245,1,0.559,0.113
246,1,0.548,0.172
247,1,0.523,0.250
248,1,0.502,0.321
249,1,0.502,0.321
250,1,0.485,0.371
251,1,0.474,0.400
252,1,0.472,0.408
253,1,0.470,0.421
254,1,0.466,0.426
255,1,0.465,0.426
256,1,0.463,0.439
257,1,0.459,0.454
258,1,0.455,0.469
259,1,0.451,0.481
260,1,0.450,0.497
261,1,0.448,0.500
262,1,0.446,0.512
263,1,0.442,0.532
264,1,0.438,0.553
265,0,-1.000,-1.000
266,0,-1.000,-1.000
267,0,-1.000,-1.000
268,0,-1.000,-1.000
269,0,-1.000,-1.000
270,0,-1.000,-1.000
271,0,-1.000,-1.000
272,0,-1.000,-1.000
273,0,-1.000,-1.000
274,0,-1.000,-1.000
275,0,-1.000,-1.000
276,0,-1.000,-1.000
277,0,-1.000,-1.000
278,0,-1.000,-1.000
279,0,-1.000,-1.000
280,0,-1.000,-1.000
281,0,-1.000,-1.000
282,0,-1.000,-1.000
283,0,-1.000,-1.000
284,0,-1.000,-1.000
285,0,-1.000,-1.000
286,0,-1.000,-1.000
287,0,-1.000,-1.000
288,0,-1.000,-1.000
289,0,-1.000,-1.000
290,0,-1.000,-1.000
291,0,-1.000,-1.000
292,0,-1.000,-1.000
293,0,-1.000,-1.000
294,0,-1.000,-1.000
