Frame,Ball,x,y
0,1,0.517,0.525
1,1,0.517,0.528
2,1,0.517,0.525
3,0,-1.000,-1.000
4,0,-1.000,-1.000
5,0,-1.000,-1.000
6,0,-1.000,-1.000
7,1,0.521,0.517
8,1,0.521,0.517
9,1,0.522,0.515
10,1,0.522,0.517
11,1,0.523,0.506
12,1,0.523,0.506
13,1,0.523,0.500
14,1,0.523,0.501
15,1,0.527,0.487
16,0,-1.000,-1.000
17,1,0.530,0.469
18,1,0.532,0.467
19,1,0.534,0.467
20,1,0.534,0.467
21,1,0.536,0.467
22,1,0.537,0.467
23,1,0.539,0.467
24,1,0.540,0.472
25,1,0.541,0.478
26,1,0.541,0.476
27,1,0.541,0.485
28,1,0.543,0.494
29,1,0.543,0.506
30,1,0.544,0.517
31,1,0.544,0.532
32,1,0.545,0.531
33,1,0.545,0.546
34,0,-1.000,-1.000
35,0,-1.000,-1.000
36,1,0.535,0.557
37,1,0.529,0.529
38,1,0.530,0.532
39,1,0.527,0.510
40,1,0.520,0.492
41,1,0.514,0.483
42,1,0.509,0.475
43,1,0.507,0.467
44,1,0.508,0.465
45,1,0.505,0.460
46,1,0.504,0.453
47,1,0.502,0.449
48,1,0.499,0.451
49,1,0.496,0.453
50,1,0.495,0.453
51,1,0.494,0.457
52,1,0.491,0.464
53,1,0.489,0.472
54,1,0.487,0.482
55,1,0.484,0.487
56,1,0.484,0.487
57,0,-1.000,-1.000
58,1,0.479,0.514
59,1,0.477,0.529
60,1,0.480,0.519
61,1,0.492,0.511
62,1,0.493,0.511
63,1,0.486,0.492
64,1,0.491,0.485
65,1,0.492,0.478
66,1,0.494,0.469
67,1,0.496,0.465
68,1,0.496,0.468
69,1,0.498,0.464
70,1,0.500,0.464
71,1,0.502,0.468
72,1,0.502,0.472
73,1,0.504,0.478
74,1,0.505,0.478
75,1,0.505,0.482
76,1,0.506,0.487
77,1,0.507,0.506
78,1,0.509,0.517
79,1,0.508,0.531
80,1,0.509,0.532
81,1,0.509,0.544
82,0,-1.000,-1.000
83,0,-1.000,-1.000
84,1,0.502,0.496
85,1,0.490,0.397
86,1,0.489,0.396
87,1,0.483,0.331
88,1,0.476,0.272
89,1,0.470,0.225
90,1,0.464,0.182
91,1,0.459,0.149
92,1,0.459,0.149
93,1,0.454,0.117
94,1,0.449,0.090
95,1,0.447,0.068
96,1,0.443,0.049
97,1,0.441,0.032
98,1,0.440,0.033
99,1,0.437,0.017
100,1,0.434,0.006
101,0,-1.000,-1.000
102,0,-1.000,-1.000
103,0,-1.000,-1.000
104,0,-1.000,-1.000
105,0,-1.000,-1.000
106,0,-1.000,-1.000
107,0,-1.000,-1.000
108,0,-1.000,-1.000
109,0,-1.000,-1.000
110,0,-1.000,-1.000
111,0,-1.000,-1.000
112,0,-1.000,-1.000
113,0,-1.000,-1.000
114,1,0.410,0.006
115,1,0.410,0.017
116,1,0.409,0.017
117,1,0.409,0.028
118,1,0.409,0.040
119,1,0.406,0.056
120,1,0.405,0.069
121,1,0.405,0.083
122,1,0.405,0.083
123,1,0.405,0.099
124,1,0.404,0.118
125,1,0.403,0.136
126,1,0.403,0.153
127,1,0.402,0.174
128,1,0.402,0.172
129,1,0.402,0.192
130,1,0.402,0.211
131,1,0.401,0.232
132,1,0.400,0.253
133,1,0.399,0.274
134,1,0.400,0.272
135,1,0.400,0.292
136,1,0.425,0.308
137,1,0.448,0.315
138,1,0.467,0.324
139,1,0.487,0.335
140,1,0.486,0.336
141,1,0.502,0.347
142,1,0.515,0.357
143,1,0.527,0.369
144,1,0.538,0.381
145,1,0.548,0.393
146,1,0.548,0.393
147,1,0.559,0.407
148,1,0.567,0.422
149,1,0.576,0.438
150,1,0.584,0.453
151,1,0.590,0.469
152,1,0.591,0.471
153,1,0.597,0.489
154,1,0.602,0.508
155,1,0.609,0.531
156,1,0.614,0.551
157,1,0.620,0.571
158,1,0.620,0.571
159,1,0.623,0.593
160,1,0.627,0.615
161,1,0.631,0.640
162,1,0.635,0.660
163,1,0.606,0.625
164,1,0.606,0.625
165,1,0.585,0.594
166,1,0.568,0.564
167,1,0.552,0.549
168,1,0.535,0.536
169,1,0.518,0.522
170,1,0.517,0.522
171,1,0.502,0.508
172,1,0.489,0.503
173,1,0.476,0.497
174,1,0.464,0.492
175,1,0.452,0.490
176,1,0.452,0.490
177,1,0.440,0.489
178,1,0.430,0.490
179,1,0.420,0.494
180,1,0.410,0.497
181,1,0.402,0.507
182,1,0.402,0.506
183,1,0.391,0.514
184,1,0.383,0.524
185,1,0.376,0.532
186,1,0.368,0.546
187,1,0.360,0.558
188,1,0.360,0.558
189,1,0.354,0.568
190,1,0.348,0.585
191,1,0.340,0.603
192,1,0.335,0.621
193,1,0.330,0.637
194,1,0.330,0.640
195,1,0.325,0.647
196,1,0.322,0.642
197,1,0.320,0.637
198,1,0.320,0.633
199,1,0.320,0.631
200,1,0.321,0.631
201,1,0.320,0.631
202,1,0.320,0.633
203,1,0.318,0.633
204,1,0.317,0.635
205,1,0.316,0.643
206,1,0.316,0.643
207,1,0.311,0.651
208,1,0.310,0.649
209,1,0.310,0.650
210,1,0.309,0.644
211,1,0.309,0.646
212,1,0.309,0.646
213,0,-1.000,-1.000
214,0,-1.000,-1.000
215,1,0.307,0.649
216,1,0.307,0.650
217,1,0.305,0.649
218,1,0.306,0.653
219,1,0.307,0.651
220,1,0.305,0.650
221,0,-1.000,-1.000
222,1,0.305,0.651
223,1,0.305,0.650
224,1,0.305,0.650
225,1,0.305,0.650
226,1,0.306,0.649
227,1,0.305,0.647
