Frame,Ball,x,y
0,1,0.491,0.486
1,1,0.492,0.486
2,1,0.491,0.485
3,1,0.489,0.487
4,1,0.491,0.490
5,1,0.491,0.494
6,1,0.491,0.497
7,1,0.491,0.499
8,0,-1.000,-1.000
9,1,0.493,0.510
10,0,-1.000,-1.000
11,1,0.491,0.532
12,1,0.493,0.544
13,1,0.493,0.544
14,1,0.491,0.558
15,1,0.493,0.575
16,1,0.483,0.476
17,1,0.475,0.403
18,1,0.467,0.311
19,1,0.466,0.311
20,1,0.463,0.260
21,1,0.458,0.201
22,1,0.452,0.163
23,1,0.451,0.131
24,1,0.446,0.092
25,1,0.445,0.087
26,1,0.443,0.065
27,1,0.440,0.039
28,1,0.438,0.014
29,0,-1.000,-1.000
30,0,-1.000,-1.000
31,0,-1.000,-1.000
32,0,-1.000,-1.000
33,0,-1.000,-1.000
34,0,-1.000,-1.000
35,0,-1.000,-1.000
36,0,-1.000,-1.000
37,0,-1.000,-1.000
38,0,-1.000,-1.000
39,0,-1.000,-1.000
40,0,-1.000,-1.000
41,0,-1.000,-1.000
42,0,-1.000,-1.000
43,0,-1.000,-1.000
44,0,-1.000,-1.000
45,0,-1.000,-1.000
46,0,-1.000,-1.000
47,0,-1.000,-1.000
48,0,-1.000,-1.000
49,0,-1.000,-1.000
50,1,0.398,0.015
51,1,0.396,0.036
52,1,0.391,0.056
53,1,0.391,0.078
54,1,0.389,0.106
55,1,0.389,0.106
56,1,0.388,0.126
57,1,0.384,0.157
58,1,0.384,0.179
59,1,0.382,0.204
60,1,0.381,0.236
61,1,0.381,0.237
62,1,0.380,0.261
63,1,0.378,0.292
64,1,0.377,0.322
65,1,0.377,0.350
66,1,0.377,0.386
67,1,0.375,0.386
68,1,0.373,0.411
69,1,0.373,0.450
70,1,0.372,0.478
71,1,0.372,0.504
72,1,0.371,0.542
73,1,0.371,0.544
74,1,0.370,0.571
75,1,0.371,0.597
76,1,0.368,0.544
77,1,0.370,0.522
78,1,0.370,0.493
79,1,0.370,0.490
80,1,0.370,0.482
81,1,0.370,0.471
82,1,0.370,0.463
83,1,0.370,0.456
84,1,0.371,0.453
85,1,0.370,0.453
86,1,0.372,0.451
87,1,0.372,0.454
88,1,0.373,0.456
89,1,0.373,0.457
90,1,0.373,0.463
91,1,0.373,0.463
92,1,0.375,0.469
93,1,0.376,0.476
94,1,0.377,0.483
95,1,0.377,0.496
96,1,0.379,0.506
97,1,0.378,0.506
98,1,0.380,0.518
99,1,0.380,0.529
100,1,0.381,0.525
101,1,0.377,0.508
102,1,0.374,0.496
103,1,0.375,0.496
104,1,0.377,0.481
105,1,0.376,0.469
106,1,0.378,0.461
107,1,0.374,0.454
108,1,0.373,0.450
109,1,0.374,0.449
110,1,0.374,0.449
111,1,0.372,0.447
112,1,0.373,0.446
113,1,0.371,0.449
114,1,0.371,0.454
115,1,0.371,0.453
116,1,0.371,0.458
117,1,0.371,0.465
118,1,0.371,0.476
119,1,0.370,0.486
120,1,0.369,0.499
121,1,0.370,0.499
122,1,0.370,0.511
123,1,0.370,0.526
124,1,0.368,0.543
125,1,0.368,0.558
126,1,0.368,0.578
127,1,0.368,0.579
128,1,0.368,0.597
129,1,0.368,0.618
130,1,0.369,0.637
131,1,0.368,0.658
132,1,0.364,0.535
133,1,0.364,0.535
134,1,0.362,0.438
135,1,0.361,0.361
136,1,0.359,0.268
137,1,0.359,0.217
138,1,0.358,0.156
139,1,0.356,0.157
140,1,0.356,0.119
141,1,0.356,0.086
142,1,0.356,0.046
143,1,0.356,0.022
144,1,0.356,0.000
145,1,0.356,0.004
146,0,-1.000,-1.000
147,0,-1.000,-1.000
148,0,-1.000,-1.000
149,0,-1.000,-1.000
150,0,-1.000,-1.000
151,0,-1.000,-1.000
152,0,-1.000,-1.000
153,0,-1.000,-1.000
154,0,-1.000,-1.000
155,0,-1.000,-1.000
156,0,-1.000,-1.000
157,0,-1.000,-1.000
158,0,-1.000,-1.000
159,0,-1.000,-1.000
160,0,-1.000,-1.000
161,0,-1.000,-1.000
162,0,-1.000,-1.000
163,0,-1.000,-1.000
164,0,-1.000,-1.000
165,0,-1.000,-1.000
166,0,-1.000,-1.000
167,0,-1.000,-1.000
168,0,-1.000,-1.000
169,0,-1.000,-1.000
170,0,-1.000,-1.000
171,0,-1.000,-1.000
172,0,-1.000,-1.000
173,1,0.366,0.010
174,1,0.366,0.026
175,1,0.365,0.026
176,1,0.367,0.046
177,1,0.367,0.062
178,1,0.368,0.085
179,1,0.369,0.104
180,1,0.369,0.125
181,1,0.369,0.125
182,1,0.370,0.146
183,1,0.369,0.167
184,1,0.370,0.190
185,1,0.371,0.211
186,1,0.371,0.233
187,1,0.371,0.233
188,1,0.371,0.256
189,1,0.373,0.275
190,1,0.373,0.303
191,1,0.371,0.339
192,1,0.370,0.379
193,1,0.371,0.379
194,1,0.369,0.426
195,1,0.368,0.453
196,1,0.367,0.489
197,1,0.365,0.511
198,1,0.365,0.540
199,1,0.365,0.539
200,1,0.364,0.564
201,1,0.363,0.585
202,1,0.363,0.613
203,1,0.362,0.635
204,1,0.362,0.661
205,1,0.362,0.662
206,1,0.362,0.686
207,1,0.362,0.706
208,1,0.361,0.628
209,1,0.359,0.557
210,1,0.359,0.503
211,1,0.360,0.500
212,1,0.359,0.443
213,1,0.360,0.415
214,1,0.359,0.378
215,1,0.360,0.357
216,1,0.361,0.336
217,1,0.362,0.335
218,1,0.362,0.319
219,1,0.362,0.310
220,1,0.363,0.297
221,1,0.363,0.290
222,1,0.363,0.283
223,1,0.364,0.283
224,1,0.364,0.279
225,1,0.365,0.278
226,1,0.366,0.278
227,1,0.366,0.279
228,1,0.366,0.281
229,1,0.366,0.282
230,1,0.367,0.286
231,1,0.367,0.292
232,1,0.369,0.297
233,1,0.370,0.307
234,1,0.370,0.315
235,1,0.370,0.317
236,1,0.371,0.328
237,1,0.371,0.338
238,1,0.372,0.351
239,1,0.373,0.364
240,1,0.373,0.375
241,1,0.373,0.376
242,1,0.405,0.383
243,1,0.423,0.383
244,1,0.445,0.386
245,1,0.460,0.393
246,1,0.477,0.397
247,1,0.475,0.399
248,1,0.490,0.403
249,1,0.501,0.412
250,1,0.514,0.422
251,1,0.523,0.431
252,1,0.534,0.442
253,1,0.534,0.442
254,1,0.544,0.454
255,1,0.551,0.468
256,1,0.561,0.482
257,1,0.570,0.497
258,1,0.577,0.512
259,1,0.577,0.512
260,1,0.584,0.531
261,1,0.591,0.549
262,1,0.598,0.569
263,1,0.604,0.589
264,1,0.608,0.607
265,1,0.609,0.607
266,1,0.616,0.631
267,1,0.621,0.651
268,1,0.627,0.675
269,1,0.631,0.700
270,1,0.635,0.721
271,1,0.635,0.721
272,1,0.633,0.614
273,1,0.630,0.554
274,1,0.629,0.485
275,1,0.627,0.444
276,1,0.627,0.411
277,1,0.628,0.411
278,1,0.627,0.372
279,1,0.627,0.346
280,1,0.627,0.319
281,1,0.627,0.299
282,1,0.626,0.283
283,1,0.625,0.283
284,1,0.626,0.267
285,1,0.625,0.254
286,1,0.624,0.244
287,1,0.626,0.237
288,1,0.627,0.231
289,1,0.627,0.231
290,1,0.625,0.225
291,1,0.625,0.224
292,1,0.624,0.224
293,1,0.625,0.224
294,1,0.626,0.226
295,1,0.625,0.224
296,1,0.625,0.228
297,1,0.624,0.232
298,1,0.624,0.239
299,1,0.625,0.247
300,1,0.625,0.258
301,1,0.625,0.257
302,1,0.626,0.267
303,1,0.626,0.281
304,1,0.627,0.293
305,1,0.627,0.306
306,1,0.624,0.317
307,1,0.626,0.318
308,1,0.585,0.300
309,1,0.564,0.294
310,1,0.545,0.283
311,1,0.528,0.279
312,1,0.516,0.276
313,1,0.516,0.276
314,1,0.502,0.278
315,1,0.492,0.278
316,1,0.482,0.281
317,1,0.472,0.285
318,1,0.466,0.290
319,1,0.466,0.289
320,1,0.456,0.297
321,1,0.449,0.306
322,1,0.444,0.315
323,1,0.436,0.328
324,1,0.430,0.340
325,1,0.430,0.342
326,1,0.422,0.354
327,1,0.416,0.372
328,1,0.412,0.385
